timestamp,pressure,current,temperature_oil,temperature_air
2025-01-01T00:41:00,8.2069,17.7520,72.0276,37.0287
2025-01-01T00:42:00,7.2699,16.4641,65.2577,35.8466
2025-01-01T00:43:00,8.4237,15.5649,66.8211,35.8152
2025-01-01T00:44:00,8.2942,16.8706,67.9598,38.4221
2025-01-01T00:45:00,8.2026,18.3217,67.2321,35.8359
2025-01-01T00:46:00,7.2955,17.5665,67.3981,33.7223
2025-01-01T00:47:00,9.2351,16.6628,67.4705,37.2658
2025-01-01T00:48:00,9.1608,17.3442,62.5389,37.6311
2025-01-01T00:49:00,8.5071,17.4876,65.7858,40.4560
2025-01-01T00:50:00,7.7608,17.8376,68.1850,38.4108
2025-01-01T00:51:00,8.6290,17.7126,69.0713,35.5058
2025-01-01T00:52:00,8.5278,19.8416,69.8323,35.3061
2025-01-01T00:53:00,7.5370,18.4173,68.6663,37.6520
2025-01-01T00:54:00,7.4289,19.0221,70.4807,34.4702
2025-01-01T00:55:00,8.3258,17.1141,66.0109,41.0848
2025-01-01T00:56:00,8.5651,18.6481,70.1800,37.3660
2025-01-01T00:57:00,7.4201,19.3449,67.6371,38.4125
2025-01-01T00:58:00,8.0176,18.3820,67.1150,34.9864
2025-01-01T00:59:00,8.0941,19.3161,69.7396,39.2445
2025-01-01T01:00:00,8.4683,17.4073,68.5636,37.7154
2025-01-01T01:01:00,7.3353,16.3059,65.6351,39.6931
2025-01-01T01:02:00,7.4117,19.0931,66.7766,43.4829
2025-01-01T01:03:00,7.8595,17.6072,69.3076,39.1971
2025-01-01T01:04:00,8.0601,17.6532,68.4868,35.3388
2025-01-01T01:05:00,9.3502,17.2500,68.1031,44.6540
2025-01-01T01:06:00,8.3933,18.3375,68.4625,37.7796
2025-01-01T01:07:00,8.3882,18.0384,64.9236,35.2086
2025-01-01T01:08:00,7.8261,16.5760,64.8019,38.9471
2025-01-01T01:09:00,7.6439,17.3962,65.9630,36.6207
2025-01-01T01:10:00,7.6498,17.9626,66.8994,42.4608
2025-01-01T01:11:00,7.9566,16.4801,67.9302,39.4428
2025-01-01T01:12:00,8.3547,17.3340,63.8291,33.1489
2025-01-01T01:13:00,8.2397,16.5191,67.5162,35.3868
2025-01-01T01:14:00,8.2199,17.1474,65.4668,41.7681
2025-01-01T01:15:00,7.7184,17.6076,65.1830,34.2825
2025-01-01T01:16:00,6.8395,18.5666,72.3187,39.4584
2025-01-01T01:17:00,7.9525,16.4152,70.0072,31.6083
2025-01-01T01:18:00,8.0270,18.0218,67.0215,36.0440
2025-01-01T01:19:00,7.0699,15.1006,73.8406,40.5459
2025-01-01T01:20:00,7.7922,16.7602,69.2298,33.0607
2025-01-01T01:21:00,7.7833,16.3528,70.1947,36.7185
2025-01-01T01:22:00,7.9579,16.1328,64.2955,34.1890
2025-01-01T01:23:00,7.7765,17.1498,69.4809,33.9805
2025-01-01T01:24:00,7.7016,18.1309,67.2548,34.4295
2025-01-01T01:25:00,7.6365,18.0972,65.4654,36.7520
2025-01-01T01:26:00,7.7854,16.3683,67.4831,36.4416
2025-01-01T01:27:00,7.5667,17.8974,67.9941,35.0253
2025-01-01T01:28:00,8.0193,17.4094,67.8628,38.6253
2025-01-01T01:29:00,8.7549,17.4828,73.5184,38.4606
2025-01-01T01:30:00,8.2552,15.8963,69.8211,32.5515
2025-01-01T01:31:00,7.9237,17.4704,70.5370,33.9353
2025-01-01T01:32:00,7.7481,18.2142,68.4623,34.5063
2025-01-01T01:33:00,8.3396,17.2110,63.1018,26.7417
2025-01-01T01:34:00,8.1320,16.9542,67.5717,38.6676
2025-01-01T01:35:00,8.4059,16.5080,62.2897,31.6719
2025-01-01T01:36:00,7.1205,18.3295,69.4550,38.8509
2025-01-01T01:37:00,7.5369,17.4243,65.5616,38.1820
2025-01-01T01:38:00,8.3939,17.3129,68.8022,31.9843
2025-01-01T01:39:00,7.5957,17.3216,70.5496,38.2086
2025-01-01T01:40:00,8.0237,17.2169,69.4345,40.9706
2025-01-01T01:41:00,7.6962,17.0555,66.5979,35.0916
2025-01-01T01:42:00,7.5456,18.2452,68.2446,41.6365
2025-01-01T01:43:00,8.2709,17.0108,69.0375,38.1780
2025-01-01T01:44:00,7.8381,15.8644,66.0779,38.0285
2025-01-01T01:45:00,7.3509,19.1111,65.8131,36.4701
2025-01-01T01:46:00,7.9856,15.8332,65.1557,35.1750
2025-01-01T01:47:00,8.3989,15.1652,64.7824,36.7365
2025-01-01T01:48:00,8.7119,16.6628,66.5194,33.6539
2025-01-01T01:49:00,7.5563,17.1898,70.9926,37.6586
2025-01-01T01:50:00,8.1200,15.3694,64.9315,43.2107
2025-01-01T01:51:00,8.8982,17.7097,64.3356,43.8924
2025-01-01T01:52:00,7.9752,20.5440,69.6265,40.5769
2025-01-01T01:53:00,7.8567,15.6427,66.3974,39.6244
2025-01-01T01:54:00,7.6533,16.7188,71.4777,38.2022
2025-01-01T01:55:00,8.1209,17.8596,66.1178,36.3935
2025-01-01T01:56:00,7.7478,19.0773,65.6731,35.7627
2025-01-01T01:57:00,7.3377,16.6906,66.8980,40.0154
2025-01-01T01:58:00,7.9946,18.3322,68.5421,35.9012
2025-01-01T01:59:00,8.6952,17.3162,67.1929,42.0921
2025-01-01T02:00:00,7.8926,17.1754,68.7631,36.2402
2025-01-01T02:01:00,8.5070,17.7478,64.2612,35.1665
2025-01-01T02:02:00,8.1829,17.2474,68.9631,34.8938
2025-01-01T02:03:00,8.1967,17.6624,67.1324,35.7336
2025-01-01T02:04:00,8.9389,18.5998,65.3851,37.3290
2025-01-01T02:05:00,7.4647,17.1812,69.7157,37.6380
2025-01-01T02:06:00,7.9466,17.0817,70.0212,35.5321
2025-01-01T02:07:00,8.1520,16.7068,69.9647,37.4952
2025-01-01T02:08:00,8.4521,17.4542,62.7516,34.3943
2025-01-01T02:09:00,8.3843,17.9948,62.0759,35.8381
2025-01-01T02:10:00,8.0935,18.8595,71.7004,40.7729
2025-01-01T02:11:00,8.1049,19.6101,62.1985,34.3403
2025-01-01T02:12:00,8.3050,16.3524,65.9009,34.1854
2025-01-01T02:13:00,7.1760,18.1731,62.4279,32.1941
2025-01-01T02:14:00,7.8311,17.2375,65.9868,39.4648
2025-01-01T02:15:00,8.1532,17.3400,68.7584,36.6752
2025-01-01T02:16:00,8.1844,16.2690,66.8486,41.4560
2025-01-01T02:17:00,8.2741,17.1108,66.6583,41.4630
2025-01-01T02:18:00,8.4196,16.3224,72.1054,42.1665
2025-01-01T02:19:00,7.5497,18.4457,66.7566,40.2431
2025-01-01T02:20:00,7.4914,17.0754,65.0842,40.1265
2025-01-01T02:21:00,6.9311,17.1126,72.7577,36.3394
2025-01-01T02:22:00,7.9804,18.1270,63.6266,37.3657
2025-01-01T02:23:00,6.6875,16.6727,66.1270,37.6717
2025-01-01T02:24:00,7.5075,17.0967,63.7237,39.5274
2025-01-01T02:25:00,8.2942,19.0690,73.4950,34.9020
2025-01-01T02:26:00,7.2688,18.9089,68.1844,45.4867
2025-01-01T02:27:00,8.5077,17.2936,67.7182,31.0687
2025-01-01T02:28:00,7.6694,16.8858,68.1841,35.6692
2025-01-01T02:29:00,7.8127,18.3915,67.0241,31.1165
2025-01-01T02:30:00,8.1655,18.5547,69.0111,33.9983
2025-01-01T02:31:00,8.5014,17.8153,67.5193,36.3373
2025-01-01T02:32:00,8.4848,18.3745,73.1103,38.3448
2025-01-01T02:33:00,7.3291,17.0012,70.0492,34.7548
2025-01-01T02:34:00,7.8921,18.4927,68.1595,37.2483
2025-01-01T02:35:00,7.1595,16.8504,64.4497,38.9294
2025-01-01T02:36:00,8.8100,18.7886,67.7133,36.5717
2025-01-01T02:37:00,8.6757,18.6145,67.3491,35.0732
2025-01-01T02:38:00,7.6142,17.4709,70.9590,41.6824
2025-01-01T02:39:00,8.4231,16.9801,67.8872,42.4474
2025-01-01T02:40:00,7.6163,16.7947,65.7675,40.2791
2025-01-01T02:41:00,8.8984,15.7968,63.1432,37.3326
2025-01-01T02:42:00,8.3160,17.8018,65.6115,36.7056
2025-01-01T02:43:00,8.4923,18.2348,68.8293,36.5673
2025-01-01T02:44:00,9.0671,17.2864,67.2641,37.2470
2025-01-01T02:45:00,8.1863,16.5043,65.2881,33.2373
2025-01-01T02:46:00,7.9496,17.4077,63.5978,37.5537
2025-01-01T02:47:00,7.2472,17.5477,64.3386,37.9645
2025-01-01T02:48:00,7.6853,19.5094,69.9110,40.4371
2025-01-01T02:49:00,8.1719,16.9244,68.2101,37.4129
2025-01-01T02:50:00,8.7375,16.8078,70.7963,35.2689
2025-01-01T02:51:00,7.1973,15.4751,68.4864,37.5383
2025-01-01T02:52:00,8.2200,17.3831,59.3421,31.2926
2025-01-01T02:53:00,7.1251,17.3146,69.1064,41.8157
2025-01-01T02:54:00,7.7720,16.5291,70.5341,33.2599
2025-01-01T02:55:00,7.9365,18.1992,68.6123,44.1158
2025-01-01T02:56:00,8.1911,18.4635,67.1823,42.2360
2025-01-01T02:57:00,7.8616,17.2072,68.4227,39.4387
2025-01-01T02:58:00,7.5854,16.4163,65.0182,35.4844
2025-01-01T02:59:00,7.8942,15.6862,68.5571,34.4324
2025-01-01T03:00:00,8.0148,17.6887,65.4612,38.8099
2025-01-01T03:01:00,8.8475,17.0256,69.1594,44.8267
2025-01-01T03:02:00,8.6378,17.8854,61.7862,38.0695
2025-01-01T03:03:00,8.2711,17.0662,72.6187,38.7972
2025-01-01T03:04:00,8.1348,18.1263,73.9387,34.6752
2025-01-01T03:05:00,8.1932,18.3770,71.9818,37.6414
2025-01-01T03:06:00,7.8635,18.0393,64.5540,37.2110
2025-01-01T03:07:00,7.8094,18.7800,65.1359,34.3769
2025-01-01T03:08:00,8.0328,15.8955,63.3720,37.6664
2025-01-01T03:09:00,8.2200,19.2566,65.4365,39.3223
2025-01-01T03:10:00,8.5887,17.0256,65.7603,40.1402
2025-01-01T03:11:00,7.9015,17.7596,69.0715,34.7027
2025-01-01T03:12:00,6.9272,16.4637,64.6883,36.6450
2025-01-01T03:13:00,8.0897,18.1290,64.5560,35.1776
2025-01-01T03:14:00,7.4811,17.0985,61.1630,38.4986
2025-01-01T03:15:00,7.7057,16.7926,71.4037,40.8001
2025-01-01T03:16:00,7.8479,16.6351,72.3281,40.0414
2025-01-01T03:17:00,7.9754,17.7682,65.8968,35.7964
2025-01-01T03:18:00,7.0195,16.9706,60.7624,36.1483
2025-01-01T03:19:00,8.0571,18.1505,68.8447,37.5352
2025-01-01T03:20:00,7.3962,16.2954,65.1596,38.2507
2025-01-01T03:21:00,6.9669,17.4696,65.0113,39.7641
2025-01-01T03:22:00,8.4704,17.4890,68.3710,34.1165
2025-01-01T03:23:00,9.0039,18.6949,67.2850,43.8276
2025-01-01T03:24:00,7.6776,17.0953,71.2756,41.2797
2025-01-01T03:25:00,7.6974,15.9432,66.9699,38.3254
2025-01-01T03:26:00,8.0821,17.9343,66.5577,34.3435
2025-01-01T03:27:00,8.9558,17.6456,64.8023,38.7078
2025-01-01T03:28:00,8.0234,19.3561,68.1242,39.9300
2025-01-01T03:29:00,7.5421,17.6642,66.1065,38.1750
2025-01-01T03:30:00,7.7921,17.0382,63.5872,37.8173
2025-01-01T03:31:00,8.0147,15.8324,63.7088,43.8230
2025-01-01T03:32:00,7.9542,14.8085,62.3247,38.2101
2025-01-01T03:33:00,8.8466,17.2816,70.8474,40.4595
2025-01-01T03:34:00,7.7518,18.4273,62.1053,40.4322
2025-01-01T03:35:00,7.7931,16.7265,68.9348,35.9840
2025-01-01T03:36:00,7.9529,18.4412,67.4351,34.7841
2025-01-01T03:37:00,8.2012,17.2277,68.9850,36.2156
2025-01-01T03:38:00,7.3979,16.8208,65.9180,43.1035
2025-01-01T03:39:00,7.8140,17.3534,67.3174,41.3509
2025-01-01T03:40:00,7.9665,15.0720,71.2154,33.6886
2025-01-01T03:41:00,8.4246,15.8914,65.6787,31.7547
2025-01-01T03:42:00,8.0924,16.2121,68.0180,36.2924
2025-01-01T03:43:00,7.2346,17.1807,71.8805,35.8188
2025-01-01T03:44:00,7.5876,16.8147,65.5917,37.3933
2025-01-01T03:45:00,9.3859,18.0288,61.7600,32.6850
2025-01-01T03:46:00,7.6105,19.2321,65.0072,33.7921
2025-01-01T03:47:00,6.7935,18.2293,66.2612,39.6130
2025-01-01T03:48:00,7.3830,17.9405,66.6933,35.2137
2025-01-01T03:49:00,7.9650,18.2046,65.3272,33.2197
2025-01-01T03:50:00,7.6053,19.0133,65.9778,34.5704
2025-01-01T03:51:00,7.8291,18.1195,66.2335,35.7688
2025-01-01T03:52:00,7.4758,17.0968,67.6898,36.3576
2025-01-01T03:53:00,7.9533,18.3776,66.6873,39.6818
2025-01-01T03:54:00,8.1781,16.8696,64.7207,38.9501
2025-01-01T03:55:00,8.0017,16.8008,62.6798,40.8706
2025-01-01T03:56:00,7.7741,18.2985,66.0421,36.1737
2025-01-01T03:57:00,7.1774,18.3715,71.0592,37.4230
2025-01-01T03:58:00,6.7331,16.8508,60.6219,37.4753
2025-01-01T03:59:00,8.4240,16.6469,65.9363,36.1231
2025-01-01T04:00:00,8.1870,17.8905,66.1361,38.7871
2025-01-01T04:01:00,7.4972,17.7450,66.4348,40.5722
2025-01-01T04:02:00,8.2703,18.9834,69.9543,36.8495
2025-01-01T04:03:00,7.8762,17.0623,68.1838,39.3462
2025-01-01T04:04:00,7.7151,16.9135,65.0841,39.2601
2025-01-01T04:05:00,8.9875,16.7606,67.5927,37.0884
2025-01-01T04:06:00,7.6879,18.0686,65.5183,33.7940
2025-01-01T04:07:00,8.2747,17.7296,69.4197,35.1271
2025-01-01T04:08:00,8.1253,17.0434,69.2024,38.8631
2025-01-01T04:09:00,8.1354,17.8734,63.2321,39.3253
2025-01-01T04:10:00,8.3592,17.1978,68.3998,34.3364
2025-01-01T04:11:00,8.1859,17.2608,75.8329,37.7244
2025-01-01T04:12:00,7.5980,17.9991,69.2167,36.5458
2025-01-01T04:13:00,8.1534,18.0268,66.0797,38.4125
2025-01-01T04:14:00,8.3528,16.6549,62.4772,31.6539
2025-01-01T04:15:00,6.6550,17.3913,67.0084,33.6963
2025-01-01T04:16:00,7.7228,16.9340,66.9832,38.9679
2025-01-01T04:17:00,7.0782,15.1876,64.4332,37.2469
2025-01-01T04:18:00,7.9993,15.9091,64.8147,40.6305
2025-01-01T04:19:00,8.0397,17.4700,65.3732,35.5895
2025-01-01T04:20:00,7.6024,16.8727,64.3523,39.1681
2025-01-01T04:21:00,7.9913,17.1262,67.8261,30.7657
2025-01-01T04:22:00,8.3770,19.3151,67.3220,34.1454
2025-01-01T04:23:00,7.9904,15.3426,72.1737,39.8839
2025-01-01T04:24:00,7.7339,16.8098,63.3314,39.0001
2025-01-01T04:25:00,7.7791,16.8546,65.7826,41.1620
2025-01-01T04:26:00,7.2630,17.5030,69.3470,38.3602
2025-01-01T04:27:00,8.5182,18.0715,63.6927,35.8257
2025-01-01T04:28:00,8.0740,17.0803,66.9629,35.0546
2025-01-01T04:29:00,8.0003,16.7228,66.8591,35.7261
2025-01-01T04:30:00,7.7148,16.0957,71.7309,36.3918
2025-01-01T04:31:00,8.1232,16.5310,69.4412,36.8309
2025-01-01T04:32:00,6.9911,17.0938,63.2244,38.6544
2025-01-01T04:33:00,7.2058,16.0903,69.9664,34.8172
2025-01-01T04:34:00,7.4672,17.4672,65.0566,40.3510
2025-01-01T04:35:00,7.4693,17.9642,67.0125,38.7237
2025-01-01T04:36:00,8.9212,17.1172,68.3713,29.4235
2025-01-01T04:37:00,8.5684,17.6121,66.9065,38.4077
2025-01-01T04:38:00,7.3786,17.0319,62.5176,36.7991
2025-01-01T04:39:00,7.4800,17.6703,64.1256,36.4373
2025-01-01T04:40:00,7.7088,16.9687,70.2869,40.3495
2025-01-01T04:41:00,6.1291,18.5990,70.9702,37.4175
2025-01-01T04:42:00,8.1187,17.8492,67.2373,42.0957
2025-01-01T04:43:00,7.5376,18.5040,72.3406,31.4745
2025-01-01T04:44:00,7.9413,17.3777,63.1243,33.2040
2025-01-01T04:45:00,8.2095,16.0407,66.5525,36.6525
2025-01-01T04:46:00,7.9044,15.5744,66.4455,44.4667
2025-01-01T04:47:00,8.1411,17.9217,63.4925,33.8000
2025-01-01T04:48:00,8.3663,18.1193,64.3031,32.0457
2025-01-01T04:49:00,7.9921,16.8091,64.7084,38.9882
2025-01-01T04:50:00,7.4451,18.5563,64.9957,36.6794
2025-01-01T04:51:00,8.1957,16.0550,71.8561,34.6156
2025-01-01T04:52:00,8.3270,17.4360,65.9351,34.7726
2025-01-01T04:53:00,7.9441,16.3794,68.2299,37.0864
2025-01-01T04:54:00,7.2204,17.7382,73.6014,41.5630
2025-01-01T04:55:00,8.7708,17.7614,66.2397,38.7783
2025-01-01T04:56:00,8.5143,16.8825,69.8143,40.1587
2025-01-01T04:57:00,7.5647,16.6339,67.2648,39.7908
2025-01-01T04:58:00,8.4170,16.7131,62.2757,38.6265
2025-01-01T04:59:00,6.9123,17.7290,67.9070,37.2794
2025-01-01T05:00:00,7.4210,18.1469,70.2106,35.8673
2025-01-01T05:01:00,7.8200,18.6675,64.5745,37.1805
2025-01-01T05:02:00,8.1959,16.9317,63.5819,32.2618
2025-01-01T05:03:00,8.2964,17.2986,72.1044,36.5865
2025-01-01T05:04:00,7.8345,17.1431,64.6484,34.2878
2025-01-01T05:05:00,8.7317,16.6883,66.0970,38.9903
2025-01-01T05:06:00,7.6962,16.3295,70.0946,35.7694
2025-01-01T05:07:00,7.7554,16.1480,71.9735,40.9929
2025-01-01T05:08:00,7.3977,15.0495,71.6719,37.2814
2025-01-01T05:09:00,8.8204,18.1269,67.9852,33.6534
2025-01-01T05:10:00,7.2852,19.5032,70.7460,32.9049
2025-01-01T05:11:00,7.3795,16.9349,69.7790,34.6961
2025-01-01T05:12:00,8.5194,18.7314,66.6342,35.2842
2025-01-01T05:13:00,8.6612,17.2624,57.9010,41.7413
2025-01-01T05:14:00,7.2400,18.2327,66.1874,39.5780
2025-01-01T05:15:00,8.1956,17.9788,67.0787,35.7316
2025-01-01T05:16:00,8.0846,17.5708,65.1518,40.9248
2025-01-01T05:17:00,9.1317,19.3992,60.9215,33.8477
2025-01-01T05:18:00,7.9052,18.8465,69.6473,36.2091
2025-01-01T05:19:00,7.8982,17.0640,63.5351,34.2384
2025-01-01T05:20:00,7.4056,18.1241,67.9119,39.3285
2025-01-01T05:21:00,7.8664,18.1455,70.3084,39.7668
2025-01-01T05:22:00,7.4743,17.2592,68.3842,35.4544
2025-01-01T05:23:00,7.7864,16.7514,62.4030,42.2183
2025-01-01T05:24:00,8.4711,18.1543,71.6902,42.8970
2025-01-01T05:25:00,7.5408,17.1143,64.9784,29.1790
2025-01-01T05:26:00,7.5998,17.0168,69.2511,32.0882
2025-01-01T05:27:00,8.4692,17.9794,68.7127,34.2050
2025-01-01T05:28:00,9.0656,17.7118,66.4776,39.6524
2025-01-01T05:29:00,7.8434,17.7177,68.4186,37.9910
2025-01-01T05:30:00,7.6268,18.7897,69.1282,41.1073
2025-01-01T05:31:00,6.7578,19.3404,69.6035,38.1098
2025-01-01T05:32:00,7.6732,18.3765,69.1478,38.5590
2025-01-01T05:33:00,8.1993,17.3164,68.8716,36.9353
2025-01-01T05:34:00,7.3304,18.1859,67.6144,34.7161
2025-01-01T05:35:00,7.9235,17.4058,67.3947,37.5851
2025-01-01T05:36:00,7.6281,18.4337,68.2992,34.5065
2025-01-01T05:37:00,7.2679,16.9322,67.2060,36.5635
2025-01-01T05:38:00,8.3428,18.2110,69.0026,40.2024
2025-01-01T05:39:00,7.9275,19.0887,69.1900,38.8216
2025-01-01T05:40:00,7.6608,18.2981,67.6238,45.3634
2025-01-01T05:41:00,7.5235,17.5171,68.9892,38.0286
2025-01-01T05:42:00,7.8016,19.0212,60.0860,39.2912
2025-01-01T05:43:00,8.0901,17.8625,71.7880,40.8782
2025-01-01T05:44:00,7.0622,18.9107,69.3417,39.9867
2025-01-01T05:45:00,7.1276,18.7103,73.0330,35.6750
2025-01-01T05:46:00,8.2066,17.5883,68.7818,36.4939
2025-01-01T05:47:00,7.6972,18.9830,71.5744,41.7700
2025-01-01T05:48:00,6.3440,19.2394,70.9762,35.3208
2025-01-01T05:49:00,8.1443,18.3118,67.8652,39.7898
2025-01-01T05:50:00,7.8968,17.6069,66.5650,37.8294
2025-01-01T05:51:00,6.9559,16.3938,70.1501,36.6504
2025-01-01T05:52:00,7.5237,18.1641,69.6919,38.7985
2025-01-01T05:53:00,7.4960,17.9304,70.4963,38.9285
2025-01-01T05:54:00,7.0319,17.5796,67.3527,41.9128
2025-01-01T05:55:00,7.7339,18.9956,72.7135,37.4205
2025-01-01T05:56:00,7.5086,19.3483,66.0258,36.3970
2025-01-01T05:57:00,7.4548,18.7952,70.0305,40.2963
2025-01-01T05:58:00,6.9861,17.7575,73.1011,39.8722
2025-01-01T05:59:00,5.7795,18.0663,68.1158,38.9027
2025-01-01T06:00:00,7.8689,20.0668,70.9499,43.1612
2025-01-01T06:01:00,8.2138,18.2394,72.9962,42.1241
2025-01-01T06:02:00,7.5913,18.4003,72.3715,45.0903
2025-01-01T06:03:00,7.4111,18.3868,71.3219,37.8412
2025-01-01T06:04:00,6.9771,19.3149,64.3388,36.3962
2025-01-01T06:05:00,7.3729,16.7423,68.0145,41.5508
2025-01-01T06:06:00,7.7952,18.9423,71.3862,38.5810
2025-01-01T06:07:00,8.2992,17.6143,73.7891,43.3847
2025-01-01T06:08:00,7.5632,19.0300,69.1294,37.3592
2025-01-01T06:09:00,7.4572,19.7033,68.0482,43.3054
2025-01-01T06:10:00,6.8685,17.6560,69.2998,37.3896
2025-01-01T06:11:00,7.7838,19.0134,66.0741,38.8165
2025-01-01T06:12:00,7.4323,18.9167,68.3517,40.7666
2025-01-01T06:13:00,7.5054,16.3279,71.5734,41.3548
2025-01-01T06:14:00,7.8230,18.7579,71.3853,36.8484
2025-01-01T06:15:00,7.5682,19.3534,70.5220,39.8766
2025-01-01T06:16:00,8.0020,18.2471,69.4223,36.8468
2025-01-01T06:17:00,7.6253,20.1065,70.5883,34.8002
2025-01-01T06:18:00,7.2081,17.7159,73.3563,38.7860
2025-01-01T06:19:00,6.3438,17.6849,74.6864,39.9745
2025-01-01T06:20:00,7.3973,18.8770,71.7481,38.7182
2025-01-01T06:21:00,6.7669,19.0035,71.7319,42.1129
2025-01-01T06:22:00,7.5931,20.2877,71.3908,37.5032
2025-01-01T06:23:00,7.0917,20.5446,69.8456,36.2026
2025-01-01T06:24:00,6.9774,20.0985,75.3567,36.3695
2025-01-01T06:25:00,7.3806,18.9007,69.9336,39.3298
2025-01-01T06:26:00,7.4541,19.9691,67.4342,41.3836
2025-01-01T06:27:00,6.8086,18.9890,69.2388,32.4544
2025-01-01T06:28:00,7.3074,20.6645,77.3058,42.9667
2025-01-01T06:29:00,7.6865,19.3868,73.0307,39.3609
2025-01-01T06:30:00,7.5606,18.0880,67.8947,39.3909
2025-01-01T06:31:00,6.5626,18.9419,71.5630,40.6820
2025-01-01T06:32:00,6.6361,18.9713,76.2559,40.7842
2025-01-01T06:33:00,7.1384,19.6801,72.4558,35.0874
2025-01-01T06:34:00,7.5480,20.0981,73.7911,36.4257
2025-01-01T06:35:00,6.3890,18.8818,76.6393,38.3334
2025-01-01T06:36:00,7.0819,18.4729,71.2863,38.6894
2025-01-01T06:37:00,7.0556,18.6398,78.2751,40.2362
2025-01-01T06:38:00,7.9316,19.5680,72.9631,45.4866
2025-01-01T06:39:00,6.7952,20.9171,72.3368,44.0100
2025-01-01T06:40:00,7.3123,21.0185,72.7069,44.2288
2025-01-01T06:41:00,7.3707,20.3934,74.3037,41.4051
2025-01-01T06:42:00,7.0869,19.5310,74.8189,39.7347
2025-01-01T06:43:00,7.3162,19.3432,76.6676,39.3056
2025-01-01T06:44:00,7.2913,19.4744,75.8757,38.7997
2025-01-01T06:45:00,6.8191,20.5459,71.4792,45.3587
2025-01-01T06:46:00,6.8617,20.2995,72.6495,44.2256
2025-01-01T06:47:00,6.7288,19.3390,73.1930,42.5339
2025-01-01T06:48:00,6.5280,20.3922,69.7947,42.6967
2025-01-01T06:49:00,6.2298,20.5508,79.0250,41.9109
2025-01-01T06:50:00,6.8907,19.9007,75.5449,44.4663
2025-01-01T06:51:00,7.1896,22.2694,76.5457,42.1847
2025-01-01T06:52:00,7.4524,20.1795,78.9624,42.2238
2025-01-01T06:53:00,6.9480,18.5760,78.8900,46.6851
2025-01-01T06:54:00,6.5862,20.9087,77.4833,43.7667
2025-01-01T06:55:00,7.4385,20.7651,77.7309,44.4558
2025-01-01T06:56:00,7.0513,19.2907,75.9343,40.7772
2025-01-01T06:57:00,6.5759,18.8824,78.7404,42.4807
2025-01-01T06:58:00,7.2299,20.0945,80.8064,48.5778
2025-01-01T06:59:00,6.1007,20.6699,83.5837,45.8016
2025-01-01T07:00:00,6.1632,22.6929,85.2689,44.2703
2025-01-01T07:01:00,6.1604,20.3359,81.6243,42.3067
