timestamp,vibration,pressure_in,pressure_out,flow_rate
2025-01-01T00:43:00,0.2418,3.1456,9.9328,107.7419
2025-01-01T00:44:00,0.2118,2.7752,8.9995,112.2297
2025-01-01T00:45:00,0.2635,3.2521,9.0953,98.7923
2025-01-01T00:46:00,0.2692,3.2696,9.6213,103.8161
2025-01-01T00:47:00,0.2535,2.7188,8.9644,103.2766
2025-01-01T00:48:00,0.2700,2.6744,10.3588,112.4593
2025-01-01T00:49:00,0.2348,2.6144,10.4293,114.2075
2025-01-01T00:50:00,0.2693,3.1133,10.3576,109.4310
2025-01-01T00:51:00,0.2460,2.9574,9.0753,108.1009
2025-01-01T00:52:00,0.2272,3.1910,8.6114,110.2878
2025-01-01T00:53:00,0.2619,2.9968,9.6791,113.9720
2025-01-01T00:54:00,0.2534,2.9199,10.0676,112.5933
2025-01-01T00:55:00,0.2843,2.8454,9.4188,118.3041
2025-01-01T00:56:00,0.2488,2.8490,9.6602,111.7242
2025-01-01T00:57:00,0.2539,2.3590,10.0165,106.6683
2025-01-01T00:58:00,0.2647,3.0416,9.4123,113.8730
2025-01-01T00:59:00,0.2092,3.1799,10.1882,115.6671
2025-01-01T01:00:00,0.2845,2.7611,10.8754,112.7409
2025-01-01T01:01:00,0.2508,3.0479,11.1550,111.3903
2025-01-01T01:02:00,0.1937,3.0427,10.0042,112.5352
2025-01-01T01:03:00,0.2634,2.9799,9.4954,107.3401
2025-01-01T01:04:00,0.2633,2.6228,11.0164,102.4071
2025-01-01T01:05:00,0.2747,2.7673,9.1949,110.0340
2025-01-01T01:06:00,0.2842,3.1756,9.7600,109.7375
2025-01-01T01:07:00,0.1761,3.2498,10.8532,112.0247
2025-01-01T01:08:00,0.2621,3.4863,9.4473,104.4732
2025-01-01T01:09:00,0.3080,3.2292,9.7114,115.7239
2025-01-01T01:10:00,0.2297,3.4612,9.7505,111.5537
2025-01-01T01:11:00,0.2806,2.9511,10.6737,114.7194
2025-01-01T01:12:00,0.2358,3.6372,10.2900,111.5018
2025-01-01T01:13:00,0.2720,3.1740,10.1104,115.8711
2025-01-01T01:14:00,0.2132,3.2531,9.9017,115.8113
2025-01-01T01:15:00,0.2542,2.9250,11.2834,102.0991
2025-01-01T01:16:00,0.2704,3.1972,9.6076,117.7520
2025-01-01T01:17:00,0.2315,3.2833,11.8630,103.7244
2025-01-01T01:18:00,0.2260,3.0085,9.2117,105.1244
2025-01-01T01:19:00,0.2655,2.7488,9.2367,108.0992
2025-01-01T01:20:00,0.3004,3.1880,8.9043,106.6493
2025-01-01T01:21:00,0.2890,3.0529,9.9012,107.2070
2025-01-01T01:22:00,0.2617,2.9596,9.7504,112.9223
2025-01-01T01:23:00,0.2937,3.3883,9.6406,104.4273
2025-01-01T01:24:00,0.2246,3.0328,9.4626,99.7048
2025-01-01T01:25:00,0.2496,3.5301,10.4912,105.6241
2025-01-01T01:26:00,0.2094,3.0606,11.5712,115.2290
2025-01-01T01:27:00,0.2479,2.9782,10.6697,102.8291
2025-01-01T01:28:00,0.2453,3.7177,10.0905,114.6609
2025-01-01T01:29:00,0.2680,3.4986,9.7846,118.9318
2025-01-01T01:30:00,0.2445,3.0997,10.0139,108.0977
2025-01-01T01:31:00,0.2718,3.1533,9.1395,101.7039
2025-01-01T01:32:00,0.2456,3.3216,10.9861,107.9445
2025-01-01T01:33:00,0.2465,3.1718,9.1262,119.9843
2025-01-01T01:34:00,0.2537,2.8482,11.2638,107.6374
2025-01-01T01:35:00,0.2835,3.2600,8.6682,107.3588
2025-01-01T01:36:00,0.2449,3.1126,9.1750,110.7108
2025-01-01T01:37:00,0.1982,2.6503,10.2388,118.2505
2025-01-01T01:38:00,0.3016,3.4106,9.1238,111.3772
2025-01-01T01:39:00,0.2254,2.6184,10.2407,115.7372
2025-01-01T01:40:00,0.2654,2.8175,10.3508,109.8086
2025-01-01T01:41:00,0.2470,3.0498,12.0554,113.9002
2025-01-01T01:42:00,0.3286,2.7510,9.8112,113.9506
2025-01-01T01:43:00,0.2247,2.6718,11.1979,105.0678
2025-01-01T01:44:00,0.2132,3.1280,10.0351,108.0831
2025-01-01T01:45:00,0.2604,3.3299,9.0386,105.1109
2025-01-01T01:46:00,0.2085,2.6852,10.3340,121.0924
2025-01-01T01:47:00,0.2740,3.1668,8.4267,107.4785
2025-01-01T01:48:00,0.2558,3.3727,10.4010,114.0564
2025-01-01T01:49:00,0.2684,3.3228,9.2513,109.6237
2025-01-01T01:50:00,0.2807,2.9079,11.1363,112.0241
2025-01-01T01:51:00,0.2230,3.3020,8.5421,105.2199
2025-01-01T01:52:00,0.2656,3.1963,9.6092,100.3860
2025-01-01T01:53:00,0.2476,2.7747,11.0437,115.3784
2025-01-01T01:54:00,0.2274,2.5328,11.3315,102.2658
2025-01-01T01:55:00,0.2305,2.9123,9.4364,112.4930
2025-01-01T01:56:00,0.2611,2.5330,10.3814,110.5801
2025-01-01T01:57:00,0.2570,3.1579,9.0999,116.1556
2025-01-01T01:58:00,0.2682,3.0556,9.3824,107.7845
2025-01-01T01:59:00,0.1962,2.7417,10.2366,115.9985
2025-01-01T02:00:00,0.2640,2.9190,10.6655,116.4571
2025-01-01T02:01:00,0.3032,2.9400,9.5771,105.2687
2025-01-01T02:02:00,0.2645,2.8574,9.9052,109.5250
2025-01-01T02:03:00,0.2432,2.6693,9.2759,106.7025
2025-01-01T02:04:00,0.2325,3.5813,10.5228,99.6738
2025-01-01T02:05:00,0.2308,2.3304,10.4127,113.4140
2025-01-01T02:06:00,0.2453,2.5194,10.7179,104.6039
2025-01-01T02:07:00,0.2616,2.8471,10.3412,116.3540
2025-01-01T02:08:00,0.2282,2.7788,10.2499,116.1883
2025-01-01T02:09:00,0.2867,3.2693,9.9138,108.8866
2025-01-01T02:10:00,0.2667,3.3642,10.2223,108.4750
2025-01-01T02:11:00,0.2992,2.9186,9.3322,111.6974
2025-01-01T02:12:00,0.1889,2.8147,10.2675,109.7962
2025-01-01T02:13:00,0.2863,2.6573,10.5483,99.8588
2025-01-01T02:14:00,0.2236,2.7357,10.2784,110.3157
2025-01-01T02:15:00,0.3108,2.8045,9.2132,107.0761
2025-01-01T02:16:00,0.2375,2.5700,11.2160,110.6405
2025-01-01T02:17:00,0.2533,2.7672,10.4670,106.9768
2025-01-01T02:18:00,0.2907,2.6372,9.6636,107.3170
2025-01-01T02:19:00,0.2148,3.1451,10.3471,110.3068
2025-01-01T02:20:00,0.2986,3.5697,10.3028,112.3137
2025-01-01T02:21:00,0.2567,2.7171,8.9901,111.3757
2025-01-01T02:22:00,0.2881,2.8364,8.9835,101.6939
2025-01-01T02:23:00,0.2484,3.1168,9.5797,101.3277
2025-01-01T02:24:00,0.2859,2.6920,9.9361,105.5326
2025-01-01T02:25:00,0.2004,2.8308,10.6602,116.9495
2025-01-01T02:26:00,0.2487,2.5911,9.2880,111.5805
2025-01-01T02:27:00,0.2747,2.8178,9.5227,111.4249
2025-01-01T02:28:00,0.2368,3.0356,10.6760,115.9138
2025-01-01T02:29:00,0.2601,3.2072,10.6268,114.1830
2025-01-01T02:30:00,0.2473,2.3406,9.9892,112.7459
2025-01-01T02:31:00,0.2265,3.1075,11.3274,107.8587
2025-01-01T02:32:00,0.2635,3.6448,9.4094,102.8861
2025-01-01T02:33:00,0.2406,2.6652,10.1473,103.0693
2025-01-01T02:34:00,0.2258,3.0937,9.8597,116.5482
2025-01-01T02:35:00,0.2282,3.4712,10.1251,105.5181
2025-01-01T02:36:00,0.2560,3.0859,10.4993,104.7250
2025-01-01T02:37:00,0.2408,2.8839,11.1642,118.9928
2025-01-01T02:38:00,0.2467,3.4149,11.9797,113.5479
2025-01-01T02:39:00,0.2697,2.8170,8.7615,114.4729
2025-01-01T02:40:00,0.3191,2.9770,9.3938,114.6228
2025-01-01T02:41:00,0.2115,2.7051,9.5219,118.7884
2025-01-01T02:42:00,0.2255,3.2270,9.4630,118.4778
2025-01-01T02:43:00,0.2117,2.9610,8.7968,116.4371
2025-01-01T02:44:00,0.3087,2.9889,9.7487,101.7610
2025-01-01T02:45:00,0.2170,2.8334,9.5364,111.7353
2025-01-01T02:46:00,0.1938,3.3278,8.7783,100.2647
2025-01-01T02:47:00,0.2653,2.9997,10.7722,114.0362
2025-01-01T02:48:00,0.2257,3.4167,10.1052,107.8970
2025-01-01T02:49:00,0.2899,2.4989,9.8833,119.5829
2025-01-01T02:50:00,0.2180,2.9820,8.5752,110.2314
2025-01-01T02:51:00,0.2894,2.8254,8.9027,117.6137
2025-01-01T02:52:00,0.2493,3.2270,11.3499,114.0598
2025-01-01T02:53:00,0.2652,3.4042,9.0579,111.3200
2025-01-01T02:54:00,0.2789,2.6669,9.2270,108.0856
2025-01-01T02:55:00,0.2515,2.8541,10.0356,100.7790
2025-01-01T02:56:00,0.2228,3.0364,9.6557,108.3222
2025-01-01T02:57:00,0.2568,2.9178,9.9246,111.8197
2025-01-01T02:58:00,0.2226,3.0496,10.2257,118.1951
2025-01-01T02:59:00,0.1927,2.5852,10.0013,111.7659
2025-01-01T03:00:00,0.1996,3.0904,9.6087,110.7935
2025-01-01T03:01:00,0.1835,3.3350,10.1445,116.6855
2025-01-01T03:02:00,0.2641,2.5442,10.2471,107.4457
2025-01-01T03:03:00,0.2692,3.4915,10.7265,115.8684
2025-01-01T03:04:00,0.2521,2.9929,9.3143,112.4055
2025-01-01T03:05:00,0.2315,3.3950,10.0941,109.3972
2025-01-01T03:06:00,0.2495,3.5485,9.8455,108.5033
2025-01-01T03:07:00,0.2960,3.0994,9.0956,105.0203
2025-01-01T03:08:00,0.2074,3.2735,10.1517,112.6154
2025-01-01T03:09:00,0.2716,2.7484,9.3165,104.1046
2025-01-01T03:10:00,0.2236,2.6929,9.7980,107.4960
2025-01-01T03:11:00,0.2532,3.0135,9.5919,110.1616
2025-01-01T03:12:00,0.2926,3.1347,9.5198,109.9455
2025-01-01T03:13:00,0.2928,2.8113,12.0502,109.8538
2025-01-01T03:14:00,0.2271,2.5885,9.5716,113.8293
2025-01-01T03:15:00,0.2614,3.9005,10.3988,106.5957
2025-01-01T03:16:00,0.2912,3.1161,9.2008,118.6932
2025-01-01T03:17:00,0.2231,3.7042,9.5512,105.0734
2025-01-01T03:18:00,0.2198,2.7434,10.8870,108.6462
2025-01-01T03:19:00,0.2267,3.1890,9.8244,106.6850
2025-01-01T03:20:00,0.2490,3.4803,10.7105,116.3836
2025-01-01T03:21:00,0.2613,2.9267,9.5408,115.2431
2025-01-01T03:22:00,0.3050,3.1019,9.2970,107.2628
2025-01-01T03:23:00,0.2300,3.0703,10.2717,114.7420
2025-01-01T03:24:00,0.2543,2.9633,10.5751,102.8292
2025-01-01T03:25:00,0.1977,2.8754,9.1519,105.3445
2025-01-01T03:26:00,0.2109,3.2337,8.9720,116.7946
2025-01-01T03:27:00,0.2937,3.2414,10.8954,111.1802
2025-01-01T03:28:00,0.2012,3.2127,11.2621,103.8397
2025-01-01T03:29:00,0.2331,2.6246,9.9803,113.2774
2025-01-01T03:30:00,0.2657,3.1016,11.7049,101.2451
2025-01-01T03:31:00,0.2627,2.6551,10.0381,116.8600
2025-01-01T03:32:00,0.2607,2.6977,10.0149,115.2646
2025-01-01T03:33:00,0.2827,2.4513,8.5789,99.9658
2025-01-01T03:34:00,0.2473,2.8923,10.4136,101.2466
2025-01-01T03:35:00,0.2718,2.9933,9.8667,106.3557
2025-01-01T03:36:00,0.2860,3.1622,9.0728,109.4988
2025-01-01T03:37:00,0.2510,3.5059,9.7281,119.1025
2025-01-01T03:38:00,0.2391,2.6786,10.2712,100.1954
2025-01-01T03:39:00,0.3067,3.0698,9.4762,108.1634
2025-01-01T03:40:00,0.2635,2.9736,10.4984,115.0827
2025-01-01T03:41:00,0.2221,3.2572,9.6524,115.6972
2025-01-01T03:42:00,0.2504,2.9105,10.2885,115.3009
2025-01-01T03:43:00,0.2046,3.2656,11.3152,108.2256
2025-01-01T03:44:00,0.1805,3.1503,10.3110,111.4440
2025-01-01T03:45:00,0.2104,3.4448,9.3291,113.5830
2025-01-01T03:46:00,0.2123,2.7217,10.5876,106.5764
2025-01-01T03:47:00,0.2382,2.7860,9.5730,113.4398
2025-01-01T03:48:00,0.2351,3.0439,9.9082,115.9844
2025-01-01T03:49:00,0.2733,3.1731,9.7064,103.7191
2025-01-01T03:50:00,0.2530,2.7270,8.6585,108.1691
2025-01-01T03:51:00,0.2499,2.8988,10.4969,117.3789
2025-01-01T03:52:00,0.2409,2.8988,9.1947,100.9674
2025-01-01T03:53:00,0.2723,2.9412,11.4734,109.6945
2025-01-01T03:54:00,0.2124,2.3184,11.0467,113.2528
2025-01-01T03:55:00,0.2673,3.0385,10.6008,110.7896
2025-01-01T03:56:00,0.2824,3.4086,10.1635,107.0429
2025-01-01T03:57:00,0.2330,3.0896,9.7110,116.6416
2025-01-01T03:58:00,0.2183,3.3900,8.9112,105.3155
2025-01-01T03:59:00,0.2799,3.0638,9.5291,109.1660
2025-01-01T04:00:00,0.2702,2.9941,9.2496,107.2252
2025-01-01T04:01:00,0.2159,2.7673,8.9179,115.4406
2025-01-01T04:02:00,0.2049,2.6597,10.5529,110.3571
2025-01-01T04:03:00,0.2185,2.9073,9.0476,116.7511
2025-01-01T04:04:00,0.2346,2.8389,8.5081,115.4078
2025-01-01T04:05:00,0.2041,2.6771,10.8138,107.4408
2025-01-01T04:06:00,0.2989,2.7974,10.3055,111.4857
2025-01-01T04:07:00,0.2361,3.1472,9.5993,100.9124
2025-01-01T04:08:00,0.2880,2.9402,10.0072,113.6610
2025-01-01T04:09:00,0.2210,2.8329,8.1680,115.2848
2025-01-01T04:10:00,0.2859,2.9786,9.0619,109.8614
2025-01-01T04:11:00,0.2310,2.8401,11.2592,117.0013
2025-01-01T04:12:00,0.2068,3.1273,9.0913,105.2466
2025-01-01T04:13:00,0.2324,2.7684,11.3155,109.4108
2025-01-01T04:14:00,0.2480,3.0670,9.9619,107.1126
2025-01-01T04:15:00,0.2588,3.7772,8.4514,109.4986
2025-01-01T04:16:00,0.2157,2.6724,11.7254,93.3811
2025-01-01T04:17:00,0.2250,3.1606,8.8069,115.8349
2025-01-01T04:18:00,0.2849,3.2433,9.3243,114.3198
2025-01-01T04:19:00,0.2452,3.2620,9.6953,107.0766
2025-01-01T04:20:00,0.2711,2.6341,10.8307,101.5365
2025-01-01T04:21:00,0.2268,2.8754,8.8686,112.9540
2025-01-01T04:22:00,0.2458,2.9826,10.2118,115.4819
2025-01-01T04:23:00,0.2358,2.1023,9.1858,111.6416
2025-01-01T04:24:00,0.2480,3.3516,10.5083,113.0964
2025-01-01T04:25:00,0.2244,3.3587,9.0408,104.5043
2025-01-01T04:26:00,0.2479,2.9713,9.8580,103.5236
2025-01-01T04:27:00,0.2446,2.6211,9.8340,112.0145
2025-01-01T04:28:00,0.2607,3.2308,10.7809,106.7902
2025-01-01T04:29:00,0.2814,2.4880,9.2754,111.0641
2025-01-01T04:30:00,0.2479,3.1444,9.2517,107.0647
2025-01-01T04:31:00,0.2423,2.8313,9.3859,112.1135
2025-01-01T04:32:00,0.3250,3.5937,10.3142,105.5138
2025-01-01T04:33:00,0.2877,2.5734,11.6400,111.9162
2025-01-01T04:34:00,0.2840,2.7370,10.8472,104.4627
2025-01-01T04:35:00,0.2609,3.0301,9.3498,112.8807
2025-01-01T04:36:00,0.1783,2.6967,9.1241,113.9683
2025-01-01T04:37:00,0.2393,2.3202,10.3802,105.0905
2025-01-01T04:38:00,0.2368,3.0618,10.9747,108.6379
2025-01-01T04:39:00,0.2200,3.2296,9.0334,110.9878
2025-01-01T04:40:00,0.3120,2.8071,10.0945,106.3884
2025-01-01T04:41:00,0.2587,2.7238,9.8685,107.2284
2025-01-01T04:42:00,0.2624,3.1123,9.2593,112.5241
2025-01-01T04:43:00,0.2618,2.8180,10.3220,109.9785
2025-01-01T04:44:00,0.2668,2.5282,11.5441,104.3101
2025-01-01T04:45:00,0.2109,3.1528,9.3530,112.3877
2025-01-01T04:46:00,0.2944,3.0393,10.2034,121.7015
2025-01-01T04:47:00,0.2256,3.5620,8.3295,107.5459
2025-01-01T04:48:00,0.2655,2.7661,10.2808,116.1438
2025-01-01T04:49:00,0.2502,2.9359,10.4937,105.1058
2025-01-01T04:50:00,0.2100,3.0442,11.1823,101.4900
2025-01-01T04:51:00,0.2483,2.9308,9.5059,106.4544
2025-01-01T04:52:00,0.2551,3.5047,10.0230,101.6976
2025-01-01T04:53:00,0.2613,3.0707,11.1904,110.7972
2025-01-01T04:54:00,0.2628,3.4274,9.5127,106.0939
2025-01-01T04:55:00,0.2631,3.5904,9.4153,104.3577
2025-01-01T04:56:00,0.2027,2.9797,10.1551,104.3118
2025-01-01T04:57:00,0.2375,2.6140,10.2176,116.2462
2025-01-01T04:58:00,0.2532,3.4730,9.3400,109.9441
2025-01-01T04:59:00,0.2278,2.9488,10.9828,111.1446
2025-01-01T05:00:00,0.4874,3.2859,9.1198,113.8706
2025-01-01T05:01:00,0.4531,2.9948,8.6823,106.2256
2025-01-01T05:02:00,0.8005,2.7144,9.7665,82.6348
2025-01-01T05:03:00,0.5070,3.0117,9.9543,111.5103
2025-01-01T05:04:00,0.8570,3.2829,10.0684,123.5767
2025-01-01T05:05:00,0.6027,3.0035,9.6596,111.4949
2025-01-01T05:06:00,0.5952,2.9209,9.2005,88.0004
2025-01-01T05:07:00,0.8922,3.0910,10.8433,92.3451
2025-01-01T05:08:00,0.5994,3.6458,10.3962,129.2100
2025-01-01T05:09:00,0.7598,2.9070,9.4729,104.3056
2025-01-01T05:10:00,0.7983,3.2265,9.5504,134.2943
2025-01-01T05:11:00,0.7770,3.3955,9.8071,100.6600
2025-01-01T05:12:00,0.5563,2.8879,9.6838,128.9063
2025-01-01T05:13:00,0.7153,3.1904,10.4042,117.4333
2025-01-01T05:14:00,0.5379,3.0784,10.0079,124.8659
2025-01-01T05:15:00,0.8334,2.6657,10.1019,114.8404
2025-01-01T05:16:00,0.6785,3.1609,9.7387,119.5105
2025-01-01T05:17:00,0.9840,2.9733,9.3123,98.5997
2025-01-01T05:18:00,0.7299,3.1212,10.8100,102.3646
2025-01-01T05:19:00,0.5424,2.8765,9.4840,111.1949
2025-01-01T05:20:00,0.5372,2.5233,10.9240,76.8126
2025-01-01T05:21:00,0.7896,2.8700,9.0064,87.3844
2025-01-01T05:22:00,0.7446,2.9399,10.1769,143.4830
2025-01-01T05:23:00,0.7322,3.1297,8.8745,118.6042
2025-01-01T05:24:00,0.7746,2.9676,9.2945,117.7131
2025-01-01T05:25:00,0.5972,2.6145,10.3805,104.6754
2025-01-01T05:26:00,0.8679,2.5378,9.4222,110.8574
2025-01-01T05:27:00,0.8368,2.6198,10.6566,142.1577
2025-01-01T05:28:00,0.6637,2.7309,9.8591,120.8818
2025-01-01T05:29:00,0.7460,3.4487,10.0775,135.1438
2025-01-01T05:30:00,0.5507,2.8971,9.2007,138.7583
2025-01-01T05:31:00,0.6055,2.7162,8.4882,108.3016
2025-01-01T05:32:00,0.8271,3.2135,9.7789,78.4356
2025-01-01T05:33:00,0.6602,3.0032,9.5452,96.1662
2025-01-01T05:34:00,0.5262,2.6839,10.1759,97.0025
2025-01-01T05:35:00,0.6339,3.2249,7.4240,124.9161
2025-01-01T05:36:00,0.6174,2.9654,10.1571,97.6762
2025-01-01T05:37:00,0.5229,2.6482,7.8857,103.1961
2025-01-01T05:38:00,0.4823,3.1021,8.5131,125.0112
2025-01-01T05:39:00,0.7213,2.8771,8.9630,135.1939
2025-01-01T05:40:00,0.7560,2.6497,10.5528,118.1044
2025-01-01T05:41:00,0.5583,3.2234,8.7859,107.8900
2025-01-01T05:42:00,0.5329,2.7664,9.6057,89.9439
2025-01-01T05:43:00,0.5545,3.3606,8.2693,110.1970
2025-01-01T05:44:00,0.5160,2.3298,9.6598,118.1950
2025-01-01T05:45:00,0.6997,2.6676,9.4654,112.0270
2025-01-01T05:46:00,0.6341,2.9710,8.9385,110.1403
2025-01-01T05:47:00,0.7132,2.9506,9.0833,135.0367
2025-01-01T05:48:00,0.5640,3.0883,8.9781,116.8014
2025-01-01T05:49:00,0.8808,3.4217,9.8442,104.1727
2025-01-01T05:50:00,0.5007,3.1835,8.6714,88.1993
2025-01-01T05:51:00,0.5825,2.8092,10.7300,125.6467
2025-01-01T05:52:00,0.4897,3.0434,9.1641,110.6349
2025-01-01T05:53:00,0.5784,3.8052,8.6614,118.1627
2025-01-01T05:54:00,0.7187,2.7431,10.4560,118.5433
2025-01-01T05:55:00,0.7355,3.3241,9.7082,116.1910
2025-01-01T05:56:00,0.6925,3.5283,10.1069,80.8704
2025-01-01T05:57:00,0.5083,2.5883,10.0617,96.6682
2025-01-01T05:58:00,0.6464,2.8614,9.8952,109.7841
2025-01-01T05:59:00,0.7186,3.7505,9.7574,96.5279
2025-01-01T06:00:00,0.8040,2.8794,8.5927,106.9548
2025-01-01T06:01:00,0.7803,3.3087,9.2536,136.2787
2025-01-01T06:02:00,0.7540,2.5797,9.1702,105.5775
2025-01-01T06:03:00,0.5217,2.8333,9.0208,114.1841
2025-01-01T06:04:00,0.5413,3.1924,8.9517,103.5081
2025-01-01T06:05:00,1.1466,3.2145,9.2839,95.5223
2025-01-01T06:06:00,0.4544,2.7595,8.7426,144.3707
2025-01-01T06:07:00,0.7047,3.2242,10.0294,107.5833
2025-01-01T06:08:00,0.5607,2.5185,8.6798,131.8609
2025-01-01T06:09:00,0.6653,3.3698,9.2046,118.3772
2025-01-01T06:10:00,0.8154,3.1563,10.1877,134.3223
2025-01-01T06:11:00,0.5989,3.5281,8.5437,120.4064
2025-01-01T06:12:00,0.5399,2.9298,8.8516,126.8539
2025-01-01T06:13:00,0.7152,2.9304,9.2975,104.7012
2025-01-01T06:14:00,0.8082,3.2120,9.0029,106.1231
2025-01-01T06:15:00,0.5516,2.9190,9.7484,119.1528
2025-01-01T06:16:00,0.8373,3.0133,9.4529,98.3874
2025-01-01T06:17:00,0.5778,2.6060,7.8688,141.1665
2025-01-01T06:18:00,0.5686,2.8849,8.9064,115.6299
2025-01-01T06:19:00,0.6416,2.9748,9.5319,121.3555
2025-01-01T06:20:00,0.5256,3.2967,9.9366,110.0862
2025-01-01T06:21:00,0.7983,2.7134,9.0704,91.0334
2025-01-01T06:22:00,0.7449,2.8065,9.6228,98.5593
2025-01-01T06:23:00,0.5458,2.7539,10.4250,102.5217
2025-01-01T06:24:00,0.4410,2.9565,8.6430,118.3940
2025-01-01T06:25:00,0.9393,2.7001,8.2623,128.7644
2025-01-01T06:26:00,0.5770,2.1982,8.8980,139.0656
2025-01-01T06:27:00,0.6482,2.8091,8.2268,110.6756
2025-01-01T06:28:00,0.8283,3.4820,8.2549,115.6361
2025-01-01T06:29:00,0.6504,3.0359,8.8197,86.5376
2025-01-01T06:30:00,0.5473,3.3301,10.2360,103.6261
2025-01-01T06:31:00,0.6075,3.0332,8.4322,105.2747
2025-01-01T06:32:00,0.6072,2.6284,7.1549,109.0345
2025-01-01T06:33:00,0.6742,3.0254,8.2959,77.5526
2025-01-01T06:34:00,0.5485,3.1716,8.5364,114.1933
2025-01-01T06:35:00,0.6970,2.8818,8.6397,105.0548
2025-01-01T06:36:00,0.7184,2.5236,7.9602,93.7582
2025-01-01T06:37:00,0.7210,3.2034,7.6730,95.0686
2025-01-01T06:38:00,0.5797,2.6586,9.9191,98.2791
2025-01-01T06:39:00,0.5697,2.5966,9.1679,116.5195
2025-01-01T06:40:00,0.7036,3.0160,8.0412,99.6503
2025-01-01T06:41:00,0.6205,3.3087,6.3034,85.2894
2025-01-01T06:42:00,0.6881,3.3183,6.9686,98.4638
2025-01-01T06:43:00,0.6471,3.3761,6.8242,112.5067
2025-01-01T06:44:00,1.0309,3.0144,7.7941,73.4474
2025-01-01T06:45:00,0.6273,2.9479,8.5701,113.9776
2025-01-01T06:46:00,0.9589,2.9841,8.4051,112.9090
2025-01-01T06:47:00,0.5344,3.0493,8.2415,87.5484
2025-01-01T06:48:00,0.6999,3.5718,6.4515,106.6900
2025-01-01T06:49:00,0.7827,3.0288,8.4672,107.7024
2025-01-01T06:50:00,0.7603,2.5624,8.2080,105.7698
2025-01-01T06:51:00,0.5463,3.0181,8.1289,116.2469
2025-01-01T06:52:00,0.7938,3.1437,8.0925,81.8478
2025-01-01T06:53:00,0.9286,3.3040,8.4954,125.3482
2025-01-01T06:54:00,0.7631,3.0778,8.3434,123.4839
2025-01-01T06:55:00,0.6357,3.0803,8.1409,97.7703
2025-01-01T06:56:00,0.9462,3.0386,8.0901,117.2485
2025-01-01T06:57:00,1.0709,3.0220,8.7602,116.6784
2025-01-01T06:58:00,0.5954,3.0773,8.8688,94.7523
2025-01-01T06:59:00,0.8104,2.8140,7.6876,82.1235
2025-01-01T07:00:00,0.6150,3.1975,7.6079,98.2105
2025-01-01T07:01:00,0.6015,2.8668,7.7879,118.1639
