timestamp,pressure_in,pressure_out,flow_rate,vibration
2025-01-01T02:29:00,4.1683,8.8241,124.0745,0.1705
2025-01-01T02:30:00,4.3058,9.2514,115.3477,0.2303
2025-01-01T02:31:00,4.4915,8.4534,96.2202,0.2558
2025-01-01T02:32:00,4.5946,8.3851,129.7226,0.442
2025-01-01T02:33:00,4.6347,9.2878,143.7517,0.2341
2025-01-01T02:34:00,5.0815,8.8847,127.2155,0.2319
2025-01-01T02:35:00,4.7032,8.5773,104.4934,0.2298
2025-01-01T02:36:00,4.4132,8.9971,122.4862,0.2928
2025-01-01T02:37:00,5.1648,9.1026,124.7939,0.2376
2025-01-01T02:38:00,4.4322,7.742,130.8007,0.2535
2025-01-01T02:39:00,4.8563,8.9647,132.3043,0.2595
2025-01-01T02:40:00,5.2466,9.9083,129.5164,0.2365
2025-01-01T02:41:00,4.6168,8.7061,123.8227,0.3114
2025-01-01T02:42:00,4.9904,8.1487,101.753,0.2371
2025-01-01T02:43:00,4.7844,8.3408,131.9001,0.2026
2025-01-01T02:44:00,4.9004,9.1201,101.2423,0.207
2025-01-01T02:45:00,5.0138,8.5146,132.0509,0.2598
2025-01-01T02:46:00,5.3785,8.7992,109.7679,0.2691
2025-01-01T02:47:00,4.3084,7.8082,126.7465,0.2052
2025-01-01T02:48:00,4.3128,8.5786,124.3342,0.2472
2025-01-01T02:49:00,5.022,9.3731,117.1515,0.2587
2025-01-01T02:50:00,5.1863,8.4213,123.2553,0.2914
2025-01-01T02:51:00,4.4649,7.5537,103.447,0.2364
2025-01-01T02:52:00,4.9195,8.2812,119.6666,0.2482
2025-01-01T02:53:00,4.9543,8.2525,119.7922,0.2048
2025-01-01T02:54:00,5.1714,8.4694,136.0433,0.2322
2025-01-01T02:55:00,5.4612,8.0344,141.0359,0.246
2025-01-01T02:56:00,4.8389,8.9287,126.3292,0.2893
2025-01-01T02:57:00,4.6503,8.3736,124.4537,0.242
2025-01-01T02:58:00,5.0057,8.9484,131.6913,0.2389
2025-01-01T02:59:00,4.6922,9.1105,143.7075,0.2117
2025-01-01T03:00:00,4.9718,8.9724,135.4471,0.2647
2025-01-01T03:01:00,4.5761,9.1025,138.5236,0.2513
2025-01-01T03:02:00,4.7995,8.1674,116.6431,0.25
2025-01-01T03:03:00,4.8457,8.0126,108.3815,0.2699
2025-01-01T03:04:00,4.4423,9.1152,105.4125,0.2429
2025-01-01T03:05:00,4.2961,8.6956,133.7214,0.2028
2025-01-01T03:06:00,5.1624,8.5584,130.8284,0.2943
2025-01-01T03:07:00,4.4602,7.5867,125.3064,0.2086
2025-01-01T03:08:00,5.2816,8.7631,124.4687,0.1841
2025-01-01T03:09:00,4.5739,8.4254,123.9716,0.2638
2025-01-01T03:10:00,4.7183,8.5167,123.4155,0.2113
2025-01-01T03:11:00,4.7911,8.7514,132.9767,0.2227
2025-01-01T03:12:00,4.7438,9.1151,98.6043,0.2613
2025-01-01T03:13:00,4.8375,9.0008,144.4752,0.2395
2025-01-01T03:14:00,4.93,8.5847,126.0501,0.4723
2025-01-01T03:15:00,4.5406,8.569,97.2009,0.2785
2025-01-01T03:16:00,4.5328,7.4949,100.2844,0.273
2025-01-01T03:17:00,4.954,8.4233,142.1877,0.2892
2025-01-01T03:18:00,5.0325,7.8924,126.7737,0.2104
2025-01-01T03:19:00,5.378,8.3215,138.0942,0.2309
2025-01-01T03:20:00,4.91,8.3328,126.7348,0.2105
2025-01-01T03:21:00,5.6297,8.7941,127.1891,0.2142
2025-01-01T03:22:00,4.7488,8.9128,112.4725,0.1993
2025-01-01T03:23:00,4.7566,9.2614,130.6365,0.595
2025-01-01T03:24:00,4.1467,7.7461,114.1035,0.2122
2025-01-01T03:25:00,4.893,8.9075,134.1183,0.2067
2025-01-01T03:26:00,5.2859,8.1415,118.5173,0.3061
2025-01-01T03:27:00,4.979,9.1758,133.2118,0.4943
2025-01-01T03:28:00,5.3693,9.5146,124.2525,0.2077
2025-01-01T03:29:00,5.267,8.3228,145.8107,0.2582
2025-01-01T03:30:00,4.1454,8.9729,135.1106,0.5519
2025-01-01T03:31:00,4.7836,8.757,117.0853,0.295
2025-01-01T03:32:00,4.5514,7.7925,130.2505,0.28
2025-01-01T03:33:00,4.2746,8.0984,111.5614,0.2774
2025-01-01T03:34:00,4.6768,8.7794,119.8408,0.2276
2025-01-01T03:35:00,5.0887,8.4392,125.4652,0.2892
2025-01-01T03:36:00,4.3305,8.2597,130.0353,0.179
2025-01-01T03:37:00,5.7016,8.6072,133.3522,0.2593
2025-01-01T03:38:00,5.1257,7.8441,131.4331,0.2266
2025-01-01T03:39:00,4.6899,8.6553,138.4148,0.2856
2025-01-01T03:40:00,4.5147,9.876,123.5539,0.2982
2025-01-01T03:41:00,4.7798,9.206,116.8112,0.2178
2025-01-01T03:42:00,4.4302,9.7133,118.5836,0.2114
2025-01-01T03:43:00,4.6857,8.1947,120.6236,0.2225
2025-01-01T03:44:00,4.4955,8.8903,135.6295,0.2615
2025-01-01T03:45:00,5.2213,8.2086,125.0926,0.2252
2025-01-01T03:46:00,4.7693,8.5529,130.1766,0.2874
2025-01-01T03:47:00,4.9465,9.6791,132.9521,0.1916
2025-01-01T03:48:00,5.4184,8.307,140.7642,0.3027
2025-01-01T03:49:00,4.7972,8.5004,87.2158,0.2193
2025-01-01T03:50:00,4.9538,8.9314,139.7388,0.2315
2025-01-01T03:51:00,4.4846,8.8127,124.4506,0.2704
2025-01-01T03:52:00,4.6382,7.9331,128.666,0.2364
2025-01-01T03:53:00,4.183,7.8092,138.1626,0.2178
2025-01-01T03:54:00,4.8581,7.695,142.7174,0.2073
2025-01-01T03:55:00,4.8718,8.2903,127.4392,0.2052
2025-01-01T03:56:00,5.0284,8.3025,122.2937,0.2802
2025-01-01T03:57:00,4.5031,8.979,136.7821,0.2302
2025-01-01T03:58:00,4.768,8.8884,128.6038,0.2449
2025-01-01T03:59:00,4.2536,8.9757,117.7018,0.2727
2025-01-01T04:00:00,4.7119,9.1898,123.977,0.282
2025-01-01T04:01:00,4.6562,8.4916,127.0574,0.2449
2025-01-01T04:02:00,4.808,8.8376,129.1845,0.206
2025-01-01T04:03:00,4.8472,8.0575,133.5844,0.2138
2025-01-01T04:04:00,4.8193,7.9993,137.7549,0.2367
2025-01-01T04:05:00,4.8302,8.0957,126.2912,0.2448
2025-01-01T04:06:00,4.507,7.8638,119.4363,0.2693
2025-01-01T04:07:00,4.7839,9.4729,118.0781,0.2452
2025-01-01T04:08:00,5.0313,8.6171,140.2593,0.2212
2025-01-01T04:09:00,5.1488,8.1792,136.8164,0.2253
2025-01-01T04:10:00,4.7506,8.8024,117.1526,0.2366
2025-01-01T04:11:00,4.7834,8.2823,124.6295,0.2115
2025-01-01T04:12:00,4.7043,8.114,121.5276,0.3182
2025-01-01T04:13:00,5.12,8.7914,126.137,0.2549
2025-01-01T04:14:00,5.5001,7.3475,123.2979,0.2315
2025-01-01T04:15:00,4.7196,8.1021,127.3453,0.2011
2025-01-01T04:16:00,4.2142,8.8939,121.3267,0.2564
2025-01-01T04:17:00,5.7037,8.7102,127.9783,0.2184
2025-01-01T04:18:00,4.7413,9.7235,126.9889,0.2519
2025-01-01T04:19:00,5.3946,8.2439,139.2266,0.2138
2025-01-01T04:20:00,4.5159,8.4792,120.6382,0.4999
2025-01-01T04:21:00,4.2721,8.5326,137.1125,0.2479
2025-01-01T04:22:00,5.2656,9.3687,136.4233,0.2755
2025-01-01T04:23:00,4.8897,9.2306,133.9873,0.2477
2025-01-01T04:24:00,4.9821,8.8142,127.6924,0.2367
2025-01-01T04:25:00,4.5151,8.8701,123.5962,0.2609
2025-01-01T04:26:00,4.3443,9.0014,133.8825,0.2333
2025-01-01T04:27:00,4.8176,8.7547,128.4333,0.188
2025-01-01T04:28:00,4.6324,8.4863,121.1245,0.2266
2025-01-01T04:29:00,4.4909,9.0435,131.8437,0.2391
2025-01-01T04:30:00,5.4432,8.7915,102.4095,0.2636
2025-01-01T04:31:00,5.0656,7.9941,139.086,0.2334
2025-01-01T04:32:00,4.4859,7.8106,130.0658,0.2378
2025-01-01T04:33:00,4.923,8.8325,122.7625,0.242
2025-01-01T04:34:00,5.3346,8.9336,126.8732,0.2339
2025-01-01T04:35:00,4.6493,9.1654,119.9786,0.2235
2025-01-01T04:36:00,5.7446,8.874,137.3559,0.2332
2025-01-01T04:37:00,4.9673,8.417,123.8344,0.2091
2025-01-01T04:38:00,4.7179,8.4555,122.0824,0.1924
2025-01-01T04:39:00,4.873,8.5881,139.4673,0.2418
2025-01-01T04:40:00,4.8445,7.9441,139.8057,0.2128
2025-01-01T04:41:00,4.2615,8.6398,130.7833,0.2765
2025-01-01T04:42:00,5.4475,8.3181,125.2716,0.2605
2025-01-01T04:43:00,4.6928,8.3958,131.4218,0.2321
2025-01-01T04:44:00,5.1316,8.2762,117.5421,0.2696
2025-01-01T04:45:00,5.1856,9.1237,125.5066,0.2079
2025-01-01T04:46:00,4.7778,9.9547,128.6968,0.1948
2025-01-01T04:47:00,4.9317,7.518,119.0047,0.2573
2025-01-01T04:48:00,5.0071,8.7543,138.0758,0.2035
2025-01-01T04:49:00,4.9024,8.5391,122.7131,0.2163
2025-01-01T04:50:00,4.1339,7.8647,122.737,0.2505
2025-01-01T04:51:00,4.3799,7.8192,121.8276,0.2512
2025-01-01T04:52:00,5.0084,8.5611,140.966,0.2833
2025-01-01T04:53:00,4.4221,8.4361,123.1512,0.2573
2025-01-01T04:54:00,5.557,9.0061,129.6113,0.2686
2025-01-01T04:55:00,5.0547,8.7824,99.5897,0.2698
2025-01-01T04:56:00,5.4739,8.0145,123.7833,0.2798
2025-01-01T04:57:00,5.3046,8.0524,130.0365,0.2774
2025-01-01T04:58:00,5.2368,8.812,130.385,0.2655
2025-01-01T04:59:00,4.9663,8.6786,128.5755,0.258
2025-01-01T05:00:00,5.5098,7.8152,127.5054,0.2354
2025-01-01T05:01:00,4.5118,9.4267,129.2386,0.3654
2025-01-01T05:02:00,5.6391,8.5151,126.4838,0.2174
2025-01-01T05:03:00,4.2511,8.5676,125.0345,0.1754
2025-01-01T05:04:00,4.7531,8.4661,122.9629,0.2929
2025-01-01T05:05:00,5.0991,8.7018,130.4245,0.2351
2025-01-01T05:06:00,4.7592,9.0517,116.8828,0.1983
2025-01-01T05:07:00,4.7057,8.886,133.4522,0.2331
2025-01-01T05:08:00,4.2209,8.719,132.7605,0.2221
2025-01-01T05:09:00,4.5382,8.9716,137.7863,0.2353
2025-01-01T05:10:00,4.6973,8.4495,125.7127,0.2635
2025-01-01T05:11:00,4.1499,7.6868,137.1375,0.2288
2025-01-01T05:12:00,5.0797,9.0747,126.8832,0.2808
2025-01-01T05:13:00,4.1483,7.2363,122.2342,0.2531
2025-01-01T05:14:00,4.3177,8.1994,124.3685,0.246
2025-01-01T05:15:00,3.8036,7.9773,116.6707,0.2464
2025-01-01T05:16:00,4.3441,8.882,125.7266,0.261
2025-01-01T05:17:00,5.2427,8.3775,132.6144,0.237
2025-01-01T05:18:00,4.7386,8.9461,122.4758,0.2299
2025-01-01T05:19:00,4.9417,8.6623,111.6607,0.2735
2025-01-01T05:20:00,4.8158,7.617,121.3395,0.2776
2025-01-01T05:21:00,5.5176,8.4726,128.8503,0.2025
2025-01-01T05:22:00,4.85,7.6888,123.5146,0.2398
2025-01-01T05:23:00,5.5317,8.209,134.5564,0.2428
2025-01-01T05:24:00,4.6889,8.9662,131.582,0.2466
2025-01-01T05:25:00,4.7218,8.5418,138.372,0.278
2025-01-01T05:26:00,4.4766,7.7985,123.7584,0.2167
2025-01-01T05:27:00,5.0071,8.9384,126.1074,0.2681
2025-01-01T05:28:00,4.8938,8.0829,125.6299,0.2716
2025-01-01T05:29:00,5.4202,9.4636,117.8279,0.1736
2025-01-01T05:30:00,4.3808,8.5616,137.8773,0.2134
2025-01-01T05:31:00,4.7953,9.164,126.7437,0.2173
2025-01-01T05:32:00,4.2916,8.139,131.4586,0.1921
2025-01-01T05:33:00,4.7783,7.7414,139.3408,0.2355
2025-01-01T05:34:00,4.9442,9.1824,128.5093,0.4476
2025-01-01T05:35:00,4.7383,8.4691,121.1301,0.2754
2025-01-01T05:36:00,4.4061,7.5732,126.115,0.2209
2025-01-01T05:37:00,5.5007,8.6713,138.9782,0.2538
2025-01-01T05:38:00,5.0771,9.0318,128.7591,0.2894
2025-01-01T05:39:00,4.5951,9.554,121.6058,0.2116
2025-01-01T05:40:00,4.0551,8.7305,137.924,0.3179
2025-01-01T05:41:00,4.8503,8.3642,140.0943,0.2072
2025-01-01T05:42:00,5.1999,9.3012,114.8438,0.2802
2025-01-01T05:43:00,4.8848,8.8098,125.3206,0.2419
2025-01-01T05:44:00,4.3161,8.5531,114.4609,0.2365
2025-01-01T05:45:00,4.8014,8.4659,121.3301,0.2992
2025-01-01T05:46:00,5.0174,8.649,124.3926,0.1994
2025-01-01T05:47:00,4.7561,9.3082,129.4932,0.2641
2025-01-01T05:48:00,4.3611,8.9072,126.6334,0.1826
2025-01-01T05:49:00,5.0873,7.9961,102.6811,0.1893
2025-01-01T05:50:00,5.2647,8.3299,133.0402,0.2386
2025-01-01T05:51:00,5.3897,8.5675,127.9445,0.2781
2025-01-01T05:52:00,4.9479,8.0728,141.3397,0.2871
2025-01-01T05:53:00,5.1373,9.0105,125.9385,0.1971
2025-01-01T05:54:00,5.1727,8.5853,126.9221,0.5218
2025-01-01T05:55:00,4.6258,8.9037,114.6731,0.2287
2025-01-01T05:56:00,4.8325,9.2358,127.9589,0.2358
2025-01-01T05:57:00,4.5325,8.023,131.3283,0.2413
2025-01-01T05:58:00,4.8967,8.3823,134.2735,0.2325
2025-01-01T05:59:00,4.8628,7.7857,123.7492,0.2308
2025-01-01T06:00:00,4.7748,8.6297,132.8971,0.2439
2025-01-01T06:01:00,4.643,8.979,122.704,0.2751
2025-01-01T06:02:00,4.6701,8.7414,119.4408,0.2461
2025-01-01T06:03:00,4.9571,8.3865,136.0753,0.2409
2025-01-01T06:04:00,5.5198,8.3297,120.1664,0.2671
2025-01-01T06:05:00,4.3832,8.4014,135.3063,0.1861
2025-01-01T06:06:00,4.916,7.4226,126.2762,0.255
2025-01-01T06:07:00,4.4868,9.1571,128.7872,0.2482
2025-01-01T06:08:00,5.0427,8.372,128.159,0.2152
2025-01-01T06:09:00,4.3438,7.9833,115.3017,0.2548
2025-01-01T06:10:00,5.7391,8.4274,127.9062,0.2269
2025-01-01T06:11:00,4.8006,8.942,134.6047,0.5806
2025-01-01T06:12:00,4.758,8.3612,131.5842,0.2696
2025-01-01T06:13:00,4.5779,8.9202,120.773,0.2755
2025-01-01T06:14:00,4.2029,8.7736,110.1245,0.2691
2025-01-01T06:15:00,4.7244,9.2274,125.1262,0.2961
2025-01-01T06:16:00,4.3374,8.3996,132.8956,0.2031
2025-01-01T06:17:00,4.3971,8.5057,136.1123,0.206
2025-01-01T06:18:00,5.2284,8.9347,130.5888,0.271
2025-01-01T06:19:00,4.8566,8.6619,124.372,0.2663
2025-01-01T06:20:00,5.2676,8.7404,128.7938,0.3957
2025-01-01T06:21:00,5.1733,9.1675,136.5469,0.1938
2025-01-01T06:22:00,5.0642,8.5881,133.4566,0.2484
2025-01-01T06:23:00,4.4424,9.0859,129.4622,0.232
2025-01-01T06:24:00,4.7375,7.784,134.2934,0.1782
2025-01-01T06:25:00,4.3409,9.0617,133.7096,0.2048
2025-01-01T06:26:00,4.5189,8.6232,129.6873,0.218
2025-01-01T06:27:00,4.452,9.2684,131.4498,0.2707
2025-01-01T06:28:00,5.5116,9.3449,127.6358,0.2212
2025-01-01T06:29:00,4.8471,8.7792,124.4821,0.2574
2025-01-01T06:30:00,4.4643,8.7005,138.978,0.2597
2025-01-01T06:31:00,4.7338,8.091,121.8794,0.2243
2025-01-01T06:32:00,4.5989,8.8649,128.1097,0.3058
2025-01-01T06:33:00,4.3136,9.2616,123.9197,0.2646
2025-01-01T06:34:00,4.7004,8.1674,119.6881,0.1951
2025-01-01T06:35:00,4.6493,7.1155,118.1546,0.2204
2025-01-01T06:36:00,4.4808,8.8824,130.0236,0.2452
2025-01-01T06:37:00,4.8961,8.453,125.4966,0.2605
2025-01-01T06:38:00,4.3305,8.6475,124.619,0.252
2025-01-01T06:39:00,4.1466,8.5599,135.509,0.2562
2025-01-01T06:40:00,4.8513,8.9101,131.6997,0.2787
2025-01-01T06:41:00,5.584,8.9769,122.4282,0.1697
2025-01-01T06:42:00,5.0774,8.7674,134.9328,0.2254
2025-01-01T06:43:00,4.2998,9.0005,133.2549,0.2515
2025-01-01T06:44:00,5.1318,8.5366,128.9077,0.173
2025-01-01T06:45:00,5.2635,9.6404,129.0981,0.2569
2025-01-01T06:46:00,4.9824,8.4827,138.3022,0.2481
2025-01-01T06:47:00,4.9932,8.3731,117.8717,0.2348
2025-01-01T06:48:00,3.9612,8.8353,127.8184,0.2601
2025-01-01T06:49:00,5.6523,9.5552,115.8147,0.2198
2025-01-01T06:50:00,4.4833,8.5092,123.6711,0.2304
2025-01-01T06:51:00,4.7327,8.8029,146.3,0.5969
2025-01-01T06:52:00,4.7668,8.7933,134.6537,0.2229
2025-01-01T06:53:00,4.5731,8.8678,114.5132,0.2714
2025-01-01T06:54:00,5.2609,8.7615,160.962,0.1989
2025-01-01T06:55:00,4.8275,8.8534,131.9921,0.2654
2025-01-01T06:56:00,4.2551,8.1489,111.6824,0.4231
2025-01-01T06:57:00,4.4496,8.6801,123.2561,0.2896
2025-01-01T06:58:00,4.3751,7.2819,145.2036,0.2052
2025-01-01T06:59:00,4.9752,8.691,134.4641,0.1861
2025-01-01T07:00:00,4.4644,8.8375,131.6884,0.231
2025-01-01T07:01:00,4.4879,8.2616,125.3165,0.3001
2025-01-01T07:02:00,4.335,8.7717,109.6043,0.2065
2025-01-01T07:03:00,4.7419,8.2575,136.4315,0.2263
2025-01-01T07:04:00,4.3428,8.8701,74.7926,0.2037
2025-01-01T07:05:00,4.2152,8.5685,121.9462,0.2886
2025-01-01T07:06:00,4.0668,8.9848,136.4643,0.27
