timestamp,pressure,temperature_oil,temperature_air,current
2025-01-01T00:43:00,10.0171,79.2384,43.627,15.0745
2025-01-01T00:44:00,9.8168,87.0112,42.4471,19.2342
2025-01-01T00:45:00,10.4235,84.6454,39.0117,18.9417
2025-01-01T00:46:00,10.8837,83.9228,43.5462,16.2614
2025-01-01T00:47:00,10.0323,81.0521,44.0917,20.3428
2025-01-01T00:48:00,11.0887,81.6847,44.4101,19.2869
2025-01-01T00:49:00,10.3376,81.6158,42.4235,18.1114
2025-01-01T00:50:00,9.5531,85.154,43.7445,16.7181
2025-01-01T00:51:00,10.7238,83.351,42.33,17.8176
2025-01-01T00:52:00,10.3987,88.1247,43.3476,15.0858
2025-01-01T00:53:00,10.0897,77.6155,40.8977,18.084
2025-01-01T00:54:00,11.1578,87.3867,43.5849,15.549
2025-01-01T00:55:00,14.1146,84.632,40.5824,18.0903
2025-01-01T00:56:00,11.1559,87.66,36.0483,19.5118
2025-01-01T00:57:00,17.6638,79.4548,41.8758,17.3974
2025-01-01T00:58:00,9.691,82.1997,39.6643,17.7413
2025-01-01T00:59:00,9.8351,82.4513,39.6014,17.1524
2025-01-01T01:00:00,16.7032,83.6512,38.1883,17.6588
2025-01-01T01:01:00,10.4378,86.0937,39.7537,18.1416
2025-01-01T01:02:00,10.5826,83.9071,40.4185,19.701
2025-01-01T01:03:00,10.6234,79.9046,40.1887,17.1601
2025-01-01T01:04:00,11.1047,81.3784,40.5443,17.4321
2025-01-01T01:05:00,11.0837,85.7397,41.9985,16.9424
2025-01-01T01:06:00,9.464,81.7253,38.2882,17.7073
2025-01-01T01:07:00,11.0924,82.0396,39.7171,18.9153
2025-01-01T01:08:00,10.4558,81.393,45.7756,20.5364
2025-01-01T01:09:00,11.1113,79.4276,40.6053,31.2398
2025-01-01T01:10:00,11.7099,85.0744,40.2065,14.3535
2025-01-01T01:11:00,10.7421,85.1933,37.6344,17.194
2025-01-01T01:12:00,10.4985,79.6768,40.9282,18.7749
2025-01-01T01:13:00,11.4328,80.6304,39.3898,31.9666
2025-01-01T01:14:00,11.4515,79.5664,42.6154,17.5577
2025-01-01T01:15:00,9.7205,79.7328,40.7227,16.462
2025-01-01T01:16:00,12.0126,81.8976,41.6346,19.9626
2025-01-01T01:17:00,9.9301,86.4722,36.2224,18.0394
2025-01-01T01:18:00,10.9256,79.8668,41.8004,19.2199
2025-01-01T01:19:00,11.5569,84.0273,43.3974,18.3074
2025-01-01T01:20:00,11.0165,85.9968,42.3382,20.5466
2025-01-01T01:21:00,10.8561,85.9583,42.464,15.0119
2025-01-01T01:22:00,10.5795,82.5718,40.7948,16.7525
2025-01-01T01:23:00,9.4774,81.0037,42.1453,16.2437
2025-01-01T01:24:00,9.9804,83.0842,38.9762,17.5247
2025-01-01T01:25:00,10.1674,80.2962,39.3059,18.1745
2025-01-01T01:26:00,10.1671,75.9261,39.426,17.3788
2025-01-01T01:27:00,10.771,83.012,43.1896,15.5072
2025-01-01T01:28:00,11.2845,78.9061,43.2933,17.6353
2025-01-01T01:29:00,10.4,82.2317,38.7815,17.3658
2025-01-01T01:30:00,10.1511,78.6751,42.2615,17.3338
2025-01-01T01:31:00,10.4664,78.4048,40.32,20.9522
2025-01-01T01:32:00,10.8636,86.9911,38.3277,20.0842
2025-01-01T01:33:00,9.8535,86.8714,39.2473,17.7013
2025-01-01T01:34:00,11.203,77.8784,38.8655,22.0283
2025-01-01T01:35:00,10.333,80.7336,39.7999,16.9227
2025-01-01T01:36:00,10.2282,81.5321,42.561,18.2123
2025-01-01T01:37:00,11.314,84.1791,44.0841,16.3654
2025-01-01T01:38:00,10.2596,80.1612,38.6434,18.3475
2025-01-01T01:39:00,10.7669,84.0247,40.523,17.0465
2025-01-01T01:40:00,9.8936,83.3505,40.8884,16.0853
2025-01-01T01:41:00,19.4114,77.4589,39.0415,17.9207
2025-01-01T01:42:00,10.8543,81.4625,41.8994,19.8444
2025-01-01T01:43:00,11.251,82.4945,39.1859,15.8045
2025-01-01T01:44:00,10.3443,77.7648,41.7181,18.2447
2025-01-01T01:45:00,18.0125,77.214,43.472,19.065
2025-01-01T01:46:00,10.7525,80.7241,39.6335,18.5145
2025-01-01T01:47:00,9.1,86.3121,44.2595,17.986
2025-01-01T01:48:00,10.0182,80.8538,40.5698,19.26
2025-01-01T01:49:00,10.1313,80.6814,41.7885,18.0013
2025-01-01T01:50:00,13.4715,81.5349,39.1786,17.8575
2025-01-01T01:51:00,10.0772,79.349,41.149,16.3631
2025-01-01T01:52:00,13.4841,86.5316,38.6638,17.4691
2025-01-01T01:53:00,10.9602,81.9798,41.5613,18.2811
2025-01-01T01:54:00,11.1913,78.6034,39.075,19.3062
2025-01-01T01:55:00,9.2422,83.4333,41.8027,19.8042
2025-01-01T01:56:00,10.0632,84.1203,42.8523,18.2872
2025-01-01T01:57:00,10.7284,85.5642,44.6686,32.7659
2025-01-01T01:58:00,11.3314,82.9062,39.0517,17.2055
2025-01-01T01:59:00,9.8729,84.096,39.6554,18.9476
2025-01-01T02:00:00,9.1563,84.9381,40.9489,18.2241
2025-01-01T02:01:00,11.5431,83.4369,40.4224,20.2771
2025-01-01T02:02:00,10.0354,80.7121,39.7183,34.8144
2025-01-01T02:03:00,10.4692,81.1134,41.2396,18.0282
2025-01-01T02:04:00,11.6724,85.0313,42.2396,18.8405
2025-01-01T02:05:00,10.6544,85.369,36.7689,17.5349
2025-01-01T02:06:00,9.9837,82.9627,44.6774,17.5372
2025-01-01T02:07:00,11.0221,88.1128,43.0737,17.4787
2025-01-01T02:08:00,9.4168,86.44,45.2199,16.2314
2025-01-01T02:09:00,17.847,85.3405,43.2577,16.8372
2025-01-01T02:10:00,9.5787,85.7927,42.6682,19.3785
2025-01-01T02:11:00,10.477,82.8711,40.7914,15.648
2025-01-01T02:12:00,11.2441,80.6124,40.0491,17.2569
2025-01-01T02:13:00,9.6396,82.6046,42.8354,17.6131
2025-01-01T02:14:00,11.1194,84.6072,39.2871,20.2139
2025-01-01T02:15:00,11.1033,79.293,46.316,18.5908
2025-01-01T02:16:00,10.1087,81.6845,40.7382,19.7606
2025-01-01T02:17:00,10.3118,84.1743,41.8162,17.2197
2025-01-01T02:18:00,10.3211,83.9224,41.5316,19.793
2025-01-01T02:19:00,10.4875,84.8662,38.154,16.4441
2025-01-01T02:20:00,11.6877,83.7268,43.5344,18.2827
2025-01-01T02:21:00,10.9488,81.9963,43.118,17.8066
2025-01-01T02:22:00,10.4203,78.1343,40.667,19.4777
2025-01-01T02:23:00,9.6537,83.8809,41.9804,18.336
2025-01-01T02:24:00,10.1295,79.5342,36.6676,16.5918
2025-01-01T02:25:00,10.0953,81.8673,43.7051,17.8545
2025-01-01T02:26:00,9.9559,82.4596,42.7676,18.1192
2025-01-01T02:27:00,9.107,80.8746,43.2358,17.5786
2025-01-01T02:28:00,10.0516,85.005,37.8189,17.7276
2025-01-01T02:29:00,10.3297,82.794,39.5844,17.8754
2025-01-01T02:30:00,10.5956,84.3324,37.7887,15.8449
2025-01-01T02:31:00,10.4125,84.8115,44.7094,36.9543
2025-01-01T02:32:00,9.1709,86.1395,41.6674,19.4976
2025-01-01T02:33:00,10.0585,83.7257,39.6286,17.465
2025-01-01T02:34:00,10.075,79.4485,43.5586,18.8938
2025-01-01T02:35:00,10.9907,83.5678,38.5246,18.9299
2025-01-01T02:36:00,13.9269,84.8533,43.8853,17.8611
2025-01-01T02:37:00,10.3597,81.7765,38.6402,18.3103
2025-01-01T02:38:00,10.2489,84.7171,43.286,19.0918
2025-01-01T02:39:00,10.6001,92.3874,38.5671,28.7521
2025-01-01T02:40:00,10.2914,85.19,40.3494,20.641
2025-01-01T02:41:00,10.2324,81.957,39.2493,17.5931
2025-01-01T02:42:00,10.1277,77.4564,39.6188,18.2824
2025-01-01T02:43:00,10.9201,80.7379,40.7342,19.4898
2025-01-01T02:44:00,16.4701,81.8871,41.056,17.4553
2025-01-01T02:45:00,10.4574,80.1456,40.173,18.1107
2025-01-01T02:46:00,10.0392,80.9433,39.8706,18.6347
2025-01-01T02:47:00,11.0189,81.4084,43.161,15.9837
2025-01-01T02:48:00,10.4192,81.9791,41.584,18.2738
2025-01-01T02:49:00,16.5325,78.6852,43.1284,27.2917
2025-01-01T02:50:00,10.6897,86.1146,40.5518,16.9095
2025-01-01T02:51:00,10.9542,79.8905,37.5711,18.3222
2025-01-01T02:52:00,10.6053,77.9382,43.7971,18.8929
2025-01-01T02:53:00,10.1046,84.2496,39.09,21.1125
2025-01-01T02:54:00,17.717,85.7971,41.6721,19.4294
2025-01-01T02:55:00,10.5967,81.7673,39.2611,17.0155
2025-01-01T02:56:00,10.2146,82.6777,39.6105,18.9493
2025-01-01T02:57:00,10.2056,82.4796,42.2116,18.2632
2025-01-01T02:58:00,10.7492,83.8204,37.6943,19.1475
2025-01-01T02:59:00,10.5776,86.3643,40.6757,17.5187
2025-01-01T03:00:00,10.3289,83.2192,40.9325,18.3583
2025-01-01T03:01:00,10.6499,79.0473,43.7507,21.9186
2025-01-01T03:02:00,10.1673,76.3159,39.3398,20.4592
2025-01-01T03:03:00,15.8785,75.7719,40.5223,20.0065
2025-01-01T03:04:00,10.5338,84.091,41.9442,19.572
2025-01-01T03:05:00,11.1636,86.7163,41.6231,16.957
2025-01-01T03:06:00,10.1268,83.2051,44.582,26.0472
2025-01-01T03:07:00,11.0013,81.2461,43.849,38.9707
2025-01-01T03:08:00,10.9875,80.5011,42.746,16.9034
2025-01-01T03:09:00,11.4123,79.4889,42.9347,17.5251
2025-01-01T03:10:00,10.1758,82.842,41.0487,16.5937
2025-01-01T03:11:00,10.0391,83.9014,40.1416,20.1794
2025-01-01T03:12:00,10.3003,81.6182,40.5054,17.4279
2025-01-01T03:13:00,9.8716,87.6697,45.6508,18.1956
2025-01-01T03:14:00,11.1878,81.523,38.5414,17.7618
2025-01-01T03:15:00,10.477,85.1416,41.3763,18.2825
2025-01-01T03:16:00,10.7591,85.0921,42.5247,18.853
2025-01-01T03:17:00,10.2177,87.3072,40.8356,27.9539
2025-01-01T03:18:00,11.1271,85.7905,39.7808,39.3268
2025-01-01T03:19:00,11.0302,81.5629,40.63,17.5081
2025-01-01T03:20:00,10.25,80.1971,41.991,18.8361
2025-01-01T03:21:00,11.1326,80.8128,40.4444,18.9561
2025-01-01T03:22:00,10.6566,81.9348,42.6021,17.1438
2025-01-01T03:23:00,16.5104,78.07,40.2626,19.2672
2025-01-01T03:24:00,11.0682,84.9803,40.0459,19.0807
2025-01-01T03:25:00,10.6698,82.1724,40.4011,18.0521
2025-01-01T03:26:00,9.876,86.8201,40.586,19.5961
2025-01-01T03:27:00,11.1589,83.3201,42.4548,19.1475
2025-01-01T03:28:00,9.7479,85.1661,41.6399,20.5982
2025-01-01T03:29:00,10.0922,85.7968,42.3508,18.968
2025-01-01T03:30:00,10.3341,78.836,41.4888,17.4381
2025-01-01T03:31:00,11.1618,83.0971,40.6135,16.054
2025-01-01T03:32:00,10.9988,84.6189,41.6017,16.7217
2025-01-01T03:33:00,10.6421,81.6044,41.5646,16.7014
2025-01-01T03:34:00,10.7636,85.1765,43.6463,20.6866
2025-01-01T03:35:00,10.0441,82.2888,39.7864,19.34
2025-01-01T03:36:00,17.6786,81.4755,42.1274,20.0946
2025-01-01T03:37:00,11.9341,81.0608,44.0282,21.4331
2025-01-01T03:38:00,17.6674,84.8191,39.3203,16.513
2025-01-01T03:39:00,10.0208,88.178,38.8266,20.2349
2025-01-01T03:40:00,9.4689,82.5287,43.0482,20.3665
2025-01-01T03:41:00,10.7084,86.806,42.0897,16.1352
2025-01-01T03:42:00,10.0469,79.9759,40.1129,16.0467
2025-01-01T03:43:00,10.3149,89.5762,41.7559,26.564
2025-01-01T03:44:00,10.3558,83.0924,40.1705,15.8563
2025-01-01T03:45:00,10.8733,85.4362,40.6007,27.9538
2025-01-01T03:46:00,10.0652,83.8406,40.2713,18.1669
2025-01-01T03:47:00,18.3608,81.2604,41.1991,17.9854
2025-01-01T03:48:00,11.4579,80.7439,40.4674,20.2476
2025-01-01T03:49:00,10.6787,85.8919,42.6819,18.3721
2025-01-01T03:50:00,9.8124,81.5871,40.2259,19.7534
2025-01-01T03:51:00,10.9428,81.3041,40.8834,17.5547
2025-01-01T03:52:00,10.4064,81.6552,39.736,16.287
2025-01-01T03:53:00,11.6004,81.5648,40.5749,22.5215
2025-01-01T03:54:00,16.3811,83.6351,40.7524,18.232
2025-01-01T03:55:00,10.8632,82.1656,39.4469,18.3443
2025-01-01T03:56:00,18.7519,82.6763,39.1918,19.4236
2025-01-01T03:57:00,10.2276,83.42,40.2778,18.0164
2025-01-01T03:58:00,10.5437,81.165,41.3623,32.285
2025-01-01T03:59:00,11.0834,76.2458,41.021,18.6868
2025-01-01T04:00:00,11.0661,83.0313,37.1893,17.5271
2025-01-01T04:01:00,12.4378,86.5001,44.2691,20.8023
2025-01-01T04:02:00,10.8783,82.0075,40.1689,17.2942
2025-01-01T04:03:00,10.1586,85.7108,36.816,17.657
2025-01-01T04:04:00,11.2544,82.2899,43.7002,15.4545
2025-01-01T04:05:00,10.4828,85.0772,39.0299,17.3302
2025-01-01T04:06:00,10.6284,78.5209,41.9061,19.3009
2025-01-01T04:07:00,11.3031,80.5641,39.7941,17.2275
2025-01-01T04:08:00,10.3835,83.1985,41.116,17.3919
2025-01-01T04:09:00,10.387,85.9253,39.9865,15.969
2025-01-01T04:10:00,11.2387,86.6052,40.6725,17.0645
2025-01-01T04:11:00,10.0052,82.4612,43.3874,17.1216
2025-01-01T04:12:00,9.8898,80.1216,41.3175,17.038
2025-01-01T04:13:00,9.5901,85.1376,40.2117,14.7432
2025-01-01T04:14:00,11.1914,84.3359,43.5191,19.59
2025-01-01T04:15:00,9.7798,87.7071,40.1183,19.8623
2025-01-01T04:16:00,11.4808,80.9621,43.8624,16.3718
2025-01-01T04:17:00,10.513,89.2398,42.2446,18.4316
2025-01-01T04:18:00,13.6378,80.5691,38.6277,28.5463
2025-01-01T04:19:00,10.9091,84.7574,40.6769,19.8098
2025-01-01T04:20:00,10.5481,88.336,38.1546,18.5515
2025-01-01T04:21:00,9.74,84.4275,43.3575,37.1521
2025-01-01T04:22:00,9.7288,90.1045,42.7266,18.876
2025-01-01T04:23:00,11.0495,77.5208,39.9078,20.8
2025-01-01T04:24:00,10.8234,86.8117,38.6333,17.9982
2025-01-01T04:25:00,10.9639,79.8155,41.4703,17.7616
2025-01-01T04:26:00,11.8379,81.6339,44.1445,18.4282
2025-01-01T04:27:00,11.1488,86.1015,40.3028,17.4374
2025-01-01T04:28:00,9.721,83.1817,39.192,17.8984
2025-01-01T04:29:00,10.9508,78.4763,40.5316,17.3686
2025-01-01T04:30:00,15.2685,83.8371,42.8041,17.7036
2025-01-01T04:31:00,10.0372,81.3683,45.9398,19.5767
2025-01-01T04:32:00,10.2039,81.7137,36.3127,17.5237
2025-01-01T04:33:00,10.655,84.4768,41.81,16.8308
2025-01-01T04:34:00,10.3377,80.4042,40.5101,16.52
2025-01-01T04:35:00,9.9597,78.1616,38.8593,19.7471
2025-01-01T04:36:00,10.5179,79.205,43.7765,17.7239
2025-01-01T04:37:00,10.3781,81.0133,42.4409,16.2892
2025-01-01T04:38:00,11.2959,83.7182,41.5743,21.0982
2025-01-01T04:39:00,10.2276,80.0494,41.5969,20.65
2025-01-01T04:40:00,9.9687,78.4685,39.4553,18.8673
2025-01-01T04:41:00,10.4228,82.8537,47.6331,17.6048
2025-01-01T04:42:00,9.4301,77.7101,36.1546,17.7359
2025-01-01T04:43:00,9.6022,83.9802,44.4607,27.2661
2025-01-01T04:44:00,9.7175,85.5415,39.7152,19.3018
2025-01-01T04:45:00,11.1033,78.4989,39.6172,20.2041
2025-01-01T04:46:00,10.5983,75.3147,39.8157,19.4293
2025-01-01T04:47:00,10.6246,86.0074,45.6747,19.7721
2025-01-01T04:48:00,10.6566,84.3159,41.1133,18.8054
2025-01-01T04:49:00,9.7102,82.1898,41.7754,16.752
2025-01-01T04:50:00,11.2119,81.7179,40.2435,16.5513
2025-01-01T04:51:00,9.7306,79.9723,41.1816,14.5569
2025-01-01T04:52:00,10.7541,86.7467,40.2489,18.6513
2025-01-01T04:53:00,10.6856,81.9756,42.5866,33.7643
2025-01-01T04:54:00,9.3511,81.1194,37.4184,17.728
2025-01-01T04:55:00,15.62,82.7384,40.1755,17.0488
2025-01-01T04:56:00,9.8952,80.2058,42.4202,18.1236
2025-01-01T04:57:00,10.314,81.6029,41.431,20.1071
2025-01-01T04:58:00,10.1577,86.2374,41.0841,16.9069
2025-01-01T04:59:00,9.7802,81.3442,41.7961,19.4573
2025-01-01T05:00:00,10.2465,83.5968,40.3176,17.9451
2025-01-01T05:01:00,10.7747,82.6717,39.5505,17.3718
2025-01-01T05:02:00,9.4363,80.4299,36.1865,18.1923
2025-01-01T05:03:00,9.519,84.2663,40.4339,20.3222
2025-01-01T05:04:00,9.708,86.7785,43.5094,17.8112
2025-01-01T05:05:00,10.5992,86.6611,41.8644,20.0478
2025-01-01T05:06:00,10.2456,80.4722,43.9263,17.3399
2025-01-01T05:07:00,9.7936,83.4095,36.759,19.0872
2025-01-01T05:08:00,17.2677,83.2727,45.2373,15.8384
2025-01-01T05:09:00,9.5613,82.9068,39.2956,18.7493
2025-01-01T05:10:00,11.6337,85.52,42.9258,19.0285
2025-01-01T05:11:00,18.0471,78.6401,39.8067,18.9451
2025-01-01T05:12:00,10.122,80.9297,46.4045,17.4417
2025-01-01T05:13:00,10.756,77.6902,41.4345,19.6886
2025-01-01T05:14:00,10.567,80.2352,41.7759,20.5949
2025-01-01T05:15:00,10.1747,82.3299,36.9572,18.9952
2025-01-01T05:16:00,13.2839,84.3917,41.5477,19.2969
2025-01-01T05:17:00,9.527,80.0054,39.0928,17.2563
2025-01-01T05:18:00,10.0093,81.7183,43.0684,17.9191
2025-01-01T05:19:00,10.4913,86.7862,40.3115,17.3029
2025-01-01T05:20:00,10.7772,84.9491,41.5041,18.0977
2025-01-01T05:21:00,9.8802,84.5227,43.8279,18.3503
2025-01-01T05:22:00,9.7568,83.5323,39.7667,18.1381
2025-01-01T05:23:00,9.4911,82.4103,37.7563,15.6
2025-01-01T05:24:00,9.8264,87.9193,41.9541,18.5175
2025-01-01T05:25:00,11.0429,80.6089,42.899,20.3801
2025-01-01T05:26:00,10.8976,74.8712,41.1666,17.9344
2025-01-01T05:27:00,10.2417,79.9012,44.6211,18.2152
2025-01-01T05:28:00,16.4597,77.5355,44.2617,18.125
2025-01-01T05:29:00,9.3766,83.6064,42.8136,29.7541
2025-01-01T05:30:00,11.0125,85.8073,37.4507,19.6084
2025-01-01T05:31:00,17.2457,85.4656,39.8456,16.5748
2025-01-01T05:32:00,9.9526,83.5073,38.451,18.0372
2025-01-01T05:33:00,10.5076,85.98,43.4042,16.8791
2025-01-01T05:34:00,10.9301,86.7095,40.0854,18.9647
2025-01-01T05:35:00,10.9441,79.6443,37.4477,19.679
2025-01-01T05:36:00,18.4405,84.7011,38.6489,16.4369
2025-01-01T05:37:00,11.2885,85.2507,40.3351,16.7277
2025-01-01T05:38:00,10.4767,82.8821,44.2407,19.0067
2025-01-01T05:39:00,14.7967,87.5341,42.5641,17.0082
2025-01-01T05:40:00,10.0123,79.4207,44.9927,16.391
2025-01-01T05:41:00,10.5336,81.551,38.7516,16.8579
2025-01-01T05:42:00,10.9837,87.4919,39.9347,18.8084
2025-01-01T05:43:00,9.9194,80.0486,41.0311,17.5475
2025-01-01T05:44:00,10.6573,85.7685,40.4609,17.3285
2025-01-01T05:45:00,10.7212,79.6405,42.1353,17.3417
2025-01-01T05:46:00,9.8755,81.7138,40.6304,17.855
2025-01-01T05:47:00,10.3857,83.4254,39.2664,15.7717
2025-01-01T05:48:00,14.597,81.155,42.6177,18.2614
2025-01-01T05:49:00,10.8874,85.1458,40.4004,18.2778
2025-01-01T05:50:00,9.8334,85.8479,42.9723,16.309
2025-01-01T05:51:00,10.3976,82.5356,44.0645,31.7679
2025-01-01T05:52:00,9.9638,83.4427,36.9457,18.2846
2025-01-01T05:53:00,10.8162,89.7279,44.2705,17.8161
2025-01-01T05:54:00,10.1311,81.5143,41.9273,19.9768
2025-01-01T05:55:00,10.6224,78.8948,37.7612,16.9906
2025-01-01T05:56:00,10.2037,86.0183,42.0761,19.0487
2025-01-01T05:57:00,9.5771,84.4962,39.3138,19.8881
2025-01-01T05:58:00,10.0226,81.3741,40.7435,16.0874
2025-01-01T05:59:00,10.8625,85.3542,41.8853,17.1917
2025-01-01T06:00:00,10.8901,79.4761,41.8882,17.0799
2025-01-01T06:01:00,16.3146,84.4045,42.3778,15.476
2025-01-01T06:02:00,10.7673,86.8937,41.325,19.0495
2025-01-01T06:03:00,10.9234,79.5991,40.3883,20.6287
2025-01-01T06:04:00,11.176,77.8601,39.1807,32.1987
2025-01-01T06:05:00,10.8121,79.473,41.1003,20.0904
2025-01-01T06:06:00,9.9631,85.4162,42.5213,15.962
2025-01-01T06:07:00,10.6469,88.2471,40.2355,17.5456
2025-01-01T06:08:00,10.3008,77.9575,39.8353,16.6232
2025-01-01T06:09:00,11.0132,86.8637,42.8118,18.972
2025-01-01T06:10:00,10.9516,79.3129,40.6671,17.0266
2025-01-01T06:11:00,9.8814,86.28,40.6627,18.62
2025-01-01T06:12:00,9.7464,81.5473,43.4694,35.0323
2025-01-01T06:13:00,10.1567,79.5711,39.1692,18.8389
2025-01-01T06:14:00,10.5815,82.2965,41.2918,33.1159
2025-01-01T06:15:00,11.3944,81.4926,40.4181,19.2652
2025-01-01T06:16:00,11.7199,84.2104,40.0751,18.1614
2025-01-01T06:17:00,10.7339,84.3536,40.4505,18.7246
2025-01-01T06:18:00,10.9544,81.0196,39.5562,17.8689
2025-01-01T06:19:00,11.0473,87.6484,41.5472,18.4183
2025-01-01T06:20:00,11.3019,82.8815,42.3038,18.4733
2025-01-01T06:21:00,10.0572,80.0921,38.4305,18.9706
2025-01-01T06:22:00,9.6199,81.1781,43.6018,18.3251
2025-01-01T06:23:00,11.0426,83.2971,41.1769,18.112
2025-01-01T06:24:00,10.7857,82.6592,39.9227,27.3097
2025-01-01T06:25:00,9.7048,81.9094,42.2852,18.4895
2025-01-01T06:26:00,9.7275,80.4507,41.5924,18.7458
2025-01-01T06:27:00,10.3054,81.8774,41.8959,18.5077
2025-01-01T06:28:00,10.6193,82.5952,44.7648,17.323
2025-01-01T06:29:00,15.575,82.5785,37.6465,17.991
2025-01-01T06:30:00,10.4469,81.9364,41.8133,18.4919
2025-01-01T06:31:00,11.2763,88.0745,36.792,16.032
2025-01-01T06:32:00,10.6356,83.305,39.3025,16.6567
2025-01-01T06:33:00,11.5256,81.3286,41.5739,16.1381
2025-01-01T06:34:00,9.7564,84.4063,41.342,19.1309
2025-01-01T06:35:00,11.1396,83.3337,43.0467,18.8653
2025-01-01T06:36:00,11.081,81.4649,40.5828,18.4368
2025-01-01T06:37:00,10.6951,84.3255,41.5531,18.1332
2025-01-01T06:38:00,9.1608,79.9168,38.5196,18.3179
2025-01-01T06:39:00,10.8432,82.8454,37.9856,20.1328
2025-01-01T06:40:00,11.6854,86.2729,41.1773,19.464
2025-01-01T06:41:00,9.9251,78.4827,39.6031,20.5538
2025-01-01T06:42:00,9.9314,78.4633,44.8502,15.7927
2025-01-01T06:43:00,10.8759,82.8838,39.0504,18.3833
2025-01-01T06:44:00,10.7396,81.2492,41.6698,19.5315
2025-01-01T06:45:00,10.729,84.1012,42.1128,17.9365
2025-01-01T06:46:00,10.3651,86.2306,37.7821,18.4452
2025-01-01T06:47:00,10.7852,80.2099,36.7585,34.5354
2025-01-01T06:48:00,11.5404,87.7721,41.3767,17.0628
2025-01-01T06:49:00,10.0312,85.1296,43.1953,19.2409
2025-01-01T06:50:00,14.7671,87.3697,43.1339,19.2069
2025-01-01T06:51:00,17.0221,77.3858,42.3438,18.3852
2025-01-01T06:52:00,11.3246,84.4612,39.0911,18.6188
2025-01-01T06:53:00,10.7806,79.5632,41.5287,15.9984
2025-01-01T06:54:00,10.2287,82.0001,36.5088,17.3673
2025-01-01T06:55:00,9.0655,87.9548,39.8053,20.3888
2025-01-01T06:56:00,10.6163,87.4522,41.266,18.5216
2025-01-01T06:57:00,11.4557,82.2975,41.55,18.9704
2025-01-01T06:58:00,11.0165,80.5034,39.7853,19.3932
2025-01-01T06:59:00,9.9273,79.8499,37.7698,18.7386
2025-01-01T07:00:00,9.7376,81.1609,43.9132,18.4839
2025-01-01T07:01:00,11.4111,76.7977,43.5202,16.3513
2025-01-01T07:02:00,10.826,82.0342,41.0925,16.1155
2025-01-01T07:03:00,15.7354,87.8641,42.143,16.9446
2025-01-01T07:04:00,10.1718,79.1194,42.7629,19.132
2025-01-01T07:05:00,17.9431,81.0283,39.7991,16.553
2025-01-01T07:06:00,11.3162,86.0203,44.9801,18.403
2025-01-01T07:07:00,10.7338,83.8272,43.5167,26.0321
