timestamp,temp_in_hot,temp_out_hot,temp_in_cold,temp_out_cold,flow_rate
2025-01-01T00:40:00,100.5443,74.6989,21.5066,37.1518,157.7709
2025-01-01T00:41:00,95.9617,68.1066,19.8236,38.1985,142.7016
2025-01-01T00:42:00,95.6962,74.3401,23.6982,34.5172,154.3456
2025-01-01T00:43:00,96.3097,70.9428,21.1456,38.5088,150.1272
2025-01-01T00:44:00,99.1031,70.119,23.0593,41.7967,164.8941
2025-01-01T00:45:00,95.7518,69.4233,21.1772,39.2907,156.8988
2025-01-01T00:46:00,96.1919,70.7836,23.7723,39.9957,153.5553
2025-01-01T00:47:00,96.6473,67.8602,27.487,38.6295,154.5257
2025-01-01T00:48:00,97.8828,70.864,21.3927,40.605,135.0714
2025-01-01T00:49:00,94.2653,70.1283,24.8737,36.9289,153.6939
2025-01-01T00:50:00,100.1304,73.7002,21.5724,41.1071,150.716
2025-01-01T00:51:00,95.2449,70.6126,23.776,36.2515,140.8344
2025-01-01T00:52:00,91.5371,68.3606,22.9131,33.9614,145.5366
2025-01-01T00:53:00,98.6322,71.1686,23.5508,40.8277,142.3762
2025-01-01T00:54:00,94.1785,74.7161,19.9989,39.384,139.5658
2025-01-01T00:55:00,94.8687,78.3569,20.0359,37.4978,174.8918
2025-01-01T00:56:00,97.3267,72.3922,22.4142,38.4817,141.5449
2025-01-01T00:57:00,110.0799,69.6463,21.902,34.3588,142.9512
2025-01-01T00:58:00,95.7563,75.9179,22.644,38.7387,155.5227
2025-01-01T00:59:00,92.7017,70.082,20.0008,37.4215,138.4561
2025-01-01T01:00:00,95.0474,70.7298,20.5497,36.536,153.8467
2025-01-01T01:01:00,96.5844,70.6875,22.7892,38.5939,168.6859
2025-01-01T01:02:00,93.4883,69.2581,22.4604,36.4244,142.7096
2025-01-01T01:03:00,92.7838,74.4576,24.7657,38.3456,155.344
2025-01-01T01:04:00,94.9321,71.1113,21.585,35.6486,159.7685
2025-01-01T01:05:00,92.5309,67.7084,22.0045,39.0532,144.7794
2025-01-01T01:06:00,93.623,68.8458,19.7611,35.7664,153.4857
2025-01-01T01:07:00,89.8547,75.4435,21.9533,37.5198,138.687
2025-01-01T01:08:00,94.8241,71.4507,20.5092,36.0939,156.041
2025-01-01T01:09:00,94.462,73.9795,20.8837,39.0816,136.574
2025-01-01T01:10:00,99.7776,71.4647,21.1644,37.6309,104.5548
2025-01-01T01:11:00,98.0397,73.7939,21.2699,34.7942,149.7806
2025-01-01T01:12:00,96.9894,69.4421,20.6604,39.2204,166.0236
2025-01-01T01:13:00,100.1787,69.04,20.3016,40.882,142.3053
2025-01-01T01:14:00,97.0113,73.1463,21.2906,41.511,152.5978
2025-01-01T01:15:00,98.487,73.0852,23.6536,38.7052,124.8869
2025-01-01T01:16:00,95.0286,75.862,24.2951,36.9173,148.5424
2025-01-01T01:17:00,95.8493,72.2067,24.5396,37.0466,159.497
2025-01-01T01:18:00,96.9933,70.1093,22.6863,35.8694,116.2591
2025-01-01T01:19:00,95.3001,72.3916,19.401,39.9572,146.1428
2025-01-01T01:20:00,99.3386,71.6449,21.8163,37.7483,167.387
2025-01-01T01:21:00,94.6292,73.7945,21.8239,37.7264,156.7642
2025-01-01T01:22:00,98.0947,75.9779,20.52,39.7227,160.6711
2025-01-01T01:23:00,94.7518,75.0925,21.6872,38.1688,154.7513
2025-01-01T01:24:00,92.6324,68.4844,18.4302,35.1623,171.1711
2025-01-01T01:25:00,92.2569,78.3749,23.0261,41.9775,152.5858
2025-01-01T01:26:00,111.6847,73.4299,19.4896,37.9841,152.6215
2025-01-01T01:27:00,95.2946,70.1828,21.836,39.32,160.6939
2025-01-01T01:28:00,95.2104,73.8376,23.1779,39.2554,139.1578
2025-01-01T01:29:00,93.1457,73.4525,21.8216,41.8257,156.6117
2025-01-01T01:30:00,92.1835,72.2128,23.0981,39.5846,151.4787
2025-01-01T01:31:00,96.2102,67.9072,23.5454,39.1819,160.014
2025-01-01T01:32:00,97.4866,70.3523,20.8524,37.4091,151.2329
2025-01-01T01:33:00,96.3226,69.7801,22.7832,39.7836,163.0419
2025-01-01T01:34:00,94.4558,70.7219,21.6559,37.6638,159.1591
2025-01-01T01:35:00,99.3937,76.9924,22.1213,36.9117,134.7633
2025-01-01T01:36:00,91.2511,71.3444,20.1312,42.0495,140.3425
2025-01-01T01:37:00,95.9791,70.8803,22.3453,35.5564,138.0112
2025-01-01T01:38:00,130.3004,75.2632,19.7821,38.1194,169.4758
2025-01-01T01:39:00,92.3984,71.0272,20.1916,38.558,153.8056
2025-01-01T01:40:00,94.9854,71.5348,20.7633,37.415,144.2938
2025-01-01T01:41:00,120.5231,70.2409,23.0418,37.267,162.9791
2025-01-01T01:42:00,99.8172,69.7207,21.2489,34.8114,161.5733
2025-01-01T01:43:00,92.7437,73.5196,22.7561,38.3074,122.2233
2025-01-01T01:44:00,129.1617,68.6348,24.9761,39.6699,149.7325
2025-01-01T01:45:00,96.1038,72.2128,22.4223,40.5942,150.4661
2025-01-01T01:46:00,98.9228,72.2408,24.071,39.0999,159.2418
2025-01-01T01:47:00,94.7038,73.0847,19.6483,35.6015,143.8521
2025-01-01T01:48:00,94.3107,73.6733,20.4866,35.4591,151.1555
2025-01-01T01:49:00,91.1407,70.779,20.9322,37.9757,138.7129
2025-01-01T01:50:00,94.2123,73.4735,20.8874,38.2615,150.9246
2025-01-01T01:51:00,99.5357,78.1051,24.7087,39.366,157.3205
2025-01-01T01:52:00,97.0721,72.4058,22.9602,38.162,142.0159
2025-01-01T01:53:00,95.2058,70.9479,22.6306,36.9305,166.8191
2025-01-01T01:54:00,94.0458,78.117,20.7752,37.9471,173.5194
2025-01-01T01:55:00,97.124,68.2584,21.2932,43.2235,139.2855
2025-01-01T01:56:00,94.5176,70.0393,21.3747,37.4565,160.488
2025-01-01T01:57:00,97.177,75.873,24.1181,37.3533,121.5753
2025-01-01T01:58:00,95.275,71.0559,20.4799,36.1499,149.5998
2025-01-01T01:59:00,99.6952,69.6171,22.1104,35.2761,158.2768
2025-01-01T02:00:00,95.1117,75.6176,25.2258,37.742,140.7458
2025-01-01T02:01:00,87.5729,70.8883,20.0932,37.1963,143.3204
2025-01-01T02:02:00,96.5551,71.4529,22.8582,39.7246,132.1861
2025-01-01T02:03:00,97.3336,73.5719,21.9136,37.0312,135.0851
2025-01-01T02:04:00,93.9531,72.6461,20.6548,38.2727,170.726
2025-01-01T02:05:00,103.2416,71.6439,20.2637,38.5698,156.7187
2025-01-01T02:06:00,94.6715,70.3716,23.3378,36.3649,148.1612
2025-01-01T02:07:00,94.4571,73.9145,22.8186,36.0117,170.1923
2025-01-01T02:08:00,93.988,70.0095,21.0312,41.2522,151.3312
2025-01-01T02:09:00,96.797,73.0983,21.4189,39.9468,167.1014
2025-01-01T02:10:00,95.5207,73.1746,20.0688,38.8507,158.134
2025-01-01T02:11:00,93.2521,69.817,22.5983,35.2512,159.1074
2025-01-01T02:12:00,98.1419,67.8585,19.5613,39.1845,154.1676
2025-01-01T02:13:00,93.9737,72.904,22.5872,38.0587,149.9963
2025-01-01T02:14:00,93.9628,73.0433,21.6105,36.7215,136.0129
2025-01-01T02:15:00,99.3587,73.922,21.7437,37.2147,156.247
2025-01-01T02:16:00,96.4986,72.4874,22.4137,36.33,164.05
2025-01-01T02:17:00,93.0384,74.0156,21.2473,36.9834,168.1611
2025-01-01T02:18:00,93.606,71.9412,23.4076,37.1873,163.1334
2025-01-01T02:19:00,93.3044,69.49,19.9632,36.432,153.5576
2025-01-01T02:20:00,97.6258,73.9651,24.481,39.1159,108.4891
2025-01-01T02:21:00,98.7452,71.698,22.5132,37.4222,154.1805
2025-01-01T02:22:00,95.715,70.7228,19.9366,35.7431,144.4328
2025-01-01T02:23:00,89.8671,67.2052,20.4993,35.8963,170.3793
2025-01-01T02:24:00,110.7659,72.4127,21.4291,35.57,158.1377
2025-01-01T02:25:00,95.3273,67.908,19.8695,39.9386,141.4774
2025-01-01T02:26:00,113.4388,77.3244,21.6314,36.2852,170.7491
2025-01-01T02:27:00,97.7579,66.6603,24.6547,40.8817,150.0987
2025-01-01T02:28:00,95.7239,74.4838,19.8214,39.2971,133.8586
2025-01-01T02:29:00,95.6844,71.789,20.6659,35.4126,163.8076
2025-01-01T02:30:00,94.216,73.2052,20.083,34.7384,155.3602
2025-01-01T02:31:00,95.5543,74.2538,23.8723,36.9587,153.3185
2025-01-01T02:32:00,92.4074,72.3345,23.6045,37.5976,164.8326
2025-01-01T02:33:00,98.8335,70.6342,23.9907,35.1336,160.772
2025-01-01T02:34:00,94.4666,64.4091,21.3782,38.6789,165.9082
2025-01-01T02:35:00,96.2853,71.3165,18.2569,36.1692,143.0428
2025-01-01T02:36:00,98.8934,70.009,22.1666,37.4356,147.5248
2025-01-01T02:37:00,93.4171,76.8519,23.8664,37.345,150.4215
2025-01-01T02:38:00,93.535,68.4095,22.2578,36.6342,146.5817
2025-01-01T02:39:00,97.965,72.9281,21.2188,36.601,147.0485
2025-01-01T02:40:00,97.1864,73.1432,21.9474,38.7322,146.2542
2025-01-01T02:41:00,101.1868,76.4341,22.5721,41.7618,131.4172
2025-01-01T02:42:00,94.5431,75.6598,23.3634,38.7746,150.6568
2025-01-01T02:43:00,98.063,70.4857,24.9094,37.0617,155.7537
2025-01-01T02:44:00,98.5203,67.4413,23.447,37.4168,144.1993
2025-01-01T02:45:00,110.491,70.9049,18.0614,36.956,157.2964
2025-01-01T02:46:00,96.6184,68.5532,22.9345,33.5638,151.9153
2025-01-01T02:47:00,99.991,69.865,21.5654,35.5584,157.7815
2025-01-01T02:48:00,93.6851,71.7373,21.2168,37.6757,170.1942
2025-01-01T02:49:00,95.1131,72.4831,21.8175,35.4399,168.4047
2025-01-01T02:50:00,96.4694,70.3317,21.7331,36.9297,153.254
2025-01-01T02:51:00,94.7575,75.3474,23.1374,38.6592,148.9407
2025-01-01T02:52:00,96.4903,72.2908,21.988,36.3773,143.8614
2025-01-01T02:53:00,122.145,74.6453,22.9094,33.6335,149.4108
2025-01-01T02:54:00,97.1962,73.109,21.7619,38.3204,138.2724
2025-01-01T02:55:00,93.2757,69.4585,20.2036,37.8732,148.7275
2025-01-01T02:56:00,95.9379,70.7596,19.9646,42.0521,160.736
2025-01-01T02:57:00,99.6398,66.7994,21.1939,36.2474,162.9322
2025-01-01T02:58:00,96.3677,71.2351,21.5414,38.167,160.9303
2025-01-01T02:59:00,97.3811,76.3256,20.7862,34.9621,135.2331
2025-01-01T03:00:00,96.7321,72.2913,24.6033,42.0574,150.862
2025-01-01T03:01:00,96.016,74.2306,23.9542,39.4975,160.496
2025-01-01T03:02:00,95.7165,72.5313,21.2156,37.6809,160.6034
2025-01-01T03:03:00,95.1712,73.9109,22.9545,36.0832,148.1861
2025-01-01T03:04:00,117.3342,70.5621,22.2782,38.9353,155.8609
2025-01-01T03:05:00,93.6408,73.0821,21.2985,37.3504,144.7689
2025-01-01T03:06:00,96.7661,75.0771,20.1366,37.2537,166.5277
2025-01-01T03:07:00,101.6413,70.3282,21.9283,41.0152,158.3911
2025-01-01T03:08:00,97.8559,74.7186,25.6008,36.4033,148.1071
2025-01-01T03:09:00,94.3555,70.1465,23.1608,37.7979,148.3147
2025-01-01T03:10:00,98.0073,70.0063,20.4962,36.3355,142.1922
2025-01-01T03:11:00,93.4918,75.2353,21.1224,39.1215,142.5773
2025-01-01T03:12:00,93.281,72.9578,21.1441,37.1739,157.1815
2025-01-01T03:13:00,98.6576,70.8866,20.4793,38.2782,150.5269
2025-01-01T03:14:00,93.0518,69.1309,21.8982,36.3171,145.1935
2025-01-01T03:15:00,97.17,71.7825,20.3736,34.617,157.2253
2025-01-01T03:16:00,94.3154,72.0453,18.8163,37.3833,169.9656
2025-01-01T03:17:00,100.4242,74.1428,21.7676,36.9394,144.553
2025-01-01T03:18:00,97.0943,71.9802,21.8331,38.7333,165.4805
2025-01-01T03:19:00,93.0154,73.0765,19.7358,38.0735,156.4623
2025-01-01T03:20:00,96.6691,71.829,18.3377,38.6638,161.8335
2025-01-01T03:21:00,96.5239,76.011,20.8922,39.1924,120.8562
2025-01-01T03:22:00,95.0998,71.0326,21.2498,36.9164,135.2106
2025-01-01T03:23:00,96.814,69.4564,23.8253,38.5697,158.8719
2025-01-01T03:24:00,97.7822,73.6178,21.4981,41.1618,142.4659
2025-01-01T03:25:00,93.8436,74.2183,24.0024,34.192,93.9035
2025-01-01T03:26:00,93.7936,70.953,20.5265,39.393,132.4045
2025-01-01T03:27:00,97.1603,76.7206,23.196,37.5945,132.8964
2025-01-01T03:28:00,98.1738,75.8788,19.7378,36.7472,162.9387
2025-01-01T03:29:00,95.4984,70.9856,20.3252,38.8562,166.3074
2025-01-01T03:30:00,93.7004,69.6728,23.7288,38.6729,164.2827
2025-01-01T03:31:00,89.5429,72.15,20.6211,39.8142,166.8717
2025-01-01T03:32:00,91.044,69.3402,23.5004,38.6694,160.5678
2025-01-01T03:33:00,95.5752,73.5121,22.4484,36.628,144.2574
2025-01-01T03:34:00,97.6853,71.6011,21.1088,37.3655,151.0512
2025-01-01T03:35:00,94.2287,73.5978,21.4446,37.2056,148.0128
2025-01-01T03:36:00,94.0126,72.2714,22.81,40.3912,111.8656
2025-01-01T03:37:00,94.2189,76.9532,21.5762,34.9976,163.6902
2025-01-01T03:38:00,94.3222,69.6327,21.8117,38.9566,147.9011
2025-01-01T03:39:00,97.101,70.0773,20.9855,36.4774,151.3947
2025-01-01T03:40:00,93.6136,72.543,23.8975,37.8371,125.4059
2025-01-01T03:41:00,94.8838,71.4412,21.9505,37.7909,143.5211
2025-01-01T03:42:00,96.1188,73.0111,20.9165,42.2525,154.4175
2025-01-01T03:43:00,98.7872,71.5656,22.2428,38.2161,153.5695
2025-01-01T03:44:00,95.9022,76.1843,22.4231,39.1709,170.1521
2025-01-01T03:45:00,96.5566,71.7072,22.1024,34.8195,141.6008
2025-01-01T03:46:00,98.9444,69.2566,21.4983,40.6548,163.6793
2025-01-01T03:47:00,96.6367,73.1956,21.5953,37.5857,159.8106
2025-01-01T03:48:00,97.0164,68.0204,22.6155,35.6983,149.771
2025-01-01T03:49:00,94.7595,75.5809,22.9617,39.268,144.7157
2025-01-01T03:50:00,124.236,73.4118,22.7872,40.9497,112.7023
2025-01-01T03:51:00,96.5226,70.4298,23.8102,38.0524,137.1872
2025-01-01T03:52:00,97.1737,75.2357,20.719,42.7703,162.6637
2025-01-01T03:53:00,97.4184,68.8342,22.4242,40.9148,158.0659
2025-01-01T03:54:00,95.1357,75.2376,21.2505,38.6479,148.2786
2025-01-01T03:55:00,94.8898,74.3456,21.8205,38.747,159.323
2025-01-01T03:56:00,92.683,69.3492,21.4539,39.2649,158.422
2025-01-01T03:57:00,96.5779,69.1315,21.8489,38.4806,134.774
2025-01-01T03:58:00,97.6439,72.6751,19.9302,35.0826,140.6709
2025-01-01T03:59:00,93.1613,75.1423,23.7284,37.7676,156.7106
2025-01-01T04:00:00,97.9401,75.6573,21.6527,38.2162,151.5308
2025-01-01T04:01:00,102.0204,68.787,21.404,36.5407,143.1087
2025-01-01T04:02:00,94.9179,67.9899,20.7592,37.3408,152.6204
2025-01-01T04:03:00,96.3403,67.9876,23.8693,37.0222,148.7465
2025-01-01T04:04:00,96.8635,73.0916,22.9555,41.3905,142.8887
2025-01-01T04:05:00,92.8527,75.0081,21.8083,37.7072,151.6858
2025-01-01T04:06:00,100.6506,73.1897,24.6289,37.0701,154.6748
2025-01-01T04:07:00,97.5842,69.0998,24.1709,40.4624,160.2426
2025-01-01T04:08:00,96.745,71.7273,23.0065,37.5738,136.5572
2025-01-01T04:09:00,96.2554,73.905,24.733,38.535,173.2254
2025-01-01T04:10:00,97.3129,69.606,19.9121,37.0882,159.4744
2025-01-01T04:11:00,98.5501,71.5379,22.2073,35.6478,147.1095
2025-01-01T04:12:00,99.5106,76.3515,21.3239,37.5525,126.8569
2025-01-01T04:13:00,95.1909,69.9705,22.0825,33.9098,146.9475
2025-01-01T04:14:00,97.0605,72.1101,21.2043,34.7118,168.3571
2025-01-01T04:15:00,93.8179,74.5496,23.5725,36.5015,148.6384
2025-01-01T04:16:00,95.6754,71.8428,22.902,40.574,134.3442
2025-01-01T04:17:00,121.0487,67.0407,22.0537,39.7639,132.2942
2025-01-01T04:18:00,96.3191,71.4448,19.4874,40.3938,139.6388
2025-01-01T04:19:00,93.3438,69.5545,21.5702,38.4885,154.3744
2025-01-01T04:20:00,95.5592,70.957,22.9502,38.6542,107.1755
2025-01-01T04:21:00,94.4782,74.3694,23.2763,37.0401,141.2376
2025-01-01T04:22:00,122.11,73.0601,22.3137,38.1687,156.4674
2025-01-01T04:23:00,93.5433,71.7134,25.1748,35.344,164.2741
2025-01-01T04:24:00,96.6927,71.7197,23.9723,42.5441,139.0503
2025-01-01T04:25:00,94.5829,72.752,19.8713,37.3642,155.3126
2025-01-01T04:26:00,101.0938,74.5596,21.7909,36.5797,140.4333
2025-01-01T04:27:00,95.6831,67.3475,22.0958,39.8874,145.5563
2025-01-01T04:28:00,92.5247,73.3611,22.9038,40.305,158.9405
2025-01-01T04:29:00,98.8261,70.1173,21.1555,37.6321,153.4899
2025-01-01T04:30:00,98.3621,73.3897,20.7762,38.1001,147.8137
2025-01-01T04:31:00,98.2442,73.7208,22.4019,39.5462,144.1504
2025-01-01T04:32:00,96.0347,69.0378,21.1629,41.6416,165.2616
2025-01-01T04:33:00,92.3645,73.1005,22.2111,38.6263,155.9253
2025-01-01T04:34:00,100.2784,73.3043,20.6936,38.1292,160.2639
2025-01-01T04:35:00,117.3583,71.4334,22.8707,38.1331,151.9042
2025-01-01T04:36:00,93.8853,68.168,19.7804,40.2585,150.9213
2025-01-01T04:37:00,96.3686,74.1118,20.1773,37.8677,145.9541
2025-01-01T04:38:00,96.4262,74.6824,22.6909,36.6965,170.8965
2025-01-01T04:39:00,97.2866,71.7803,21.2842,35.8017,147.3097
2025-01-01T04:40:00,94.5145,72.4998,23.1922,38.7456,157.3494
2025-01-01T04:41:00,97.9698,69.4835,20.4759,37.0762,147.9448
2025-01-01T04:42:00,96.1328,73.6134,21.9645,39.2091,147.8472
2025-01-01T04:43:00,99.2881,71.5752,23.0899,39.912,171.462
2025-01-01T04:44:00,94.7659,77.5396,24.2747,35.3826,144.1661
2025-01-01T04:45:00,98.7024,70.1129,22.3014,37.341,145.7302
2025-01-01T04:46:00,98.1781,73.3164,22.4071,41.1134,115.5864
2025-01-01T04:47:00,98.0901,74.5595,22.2324,37.4636,142.9485
2025-01-01T04:48:00,101.3012,70.6037,22.708,38.2384,170.5329
2025-01-01T04:49:00,98.6516,69.0294,20.749,40.2632,172.994
2025-01-01T04:50:00,95.1983,71.7574,21.6904,40.0741,158.8415
2025-01-01T04:51:00,120.5968,72.7525,22.1001,41.2471,108.4857
2025-01-01T04:52:00,93.8493,72.3637,18.019,39.539,163.5842
2025-01-01T04:53:00,97.1341,71.697,20.269,39.6753,157.8184
2025-01-01T04:54:00,99.3363,69.8387,25.175,39.6809,156.6063
2025-01-01T04:55:00,95.994,71.7665,18.7998,37.4085,158.4358
2025-01-01T04:56:00,94.0184,71.0546,18.6647,36.937,162.1533
2025-01-01T04:57:00,95.4256,68.6819,20.7772,37.4169,163.7187
2025-01-01T04:58:00,99.1031,70.698,21.3374,37.2134,166.9222
2025-01-01T04:59:00,92.5632,73.4376,19.9866,41.7601,142.6019
2025-01-01T05:00:00,95.7171,72.1151,22.1838,37.3491,145.2314
2025-01-01T05:01:00,99.5163,71.8092,19.9302,39.26,150.5903
2025-01-01T05:02:00,97.4955,73.9377,20.8478,35.9628,146.9191
2025-01-01T05:03:00,97.4359,67.2084,20.6132,38.6256,127.2736
2025-01-01T05:04:00,92.5149,72.1082,24.147,38.7392,157.915
2025-01-01T05:05:00,96.081,74.0939,21.3935,36.9497,151.0662
2025-01-01T05:06:00,94.5092,71.9276,23.3624,37.8306,148.0819
2025-01-01T05:07:00,97.5263,67.0919,21.6461,38.0546,161.874
2025-01-01T05:08:00,114.8152,64.9337,22.232,38.7402,157.2801
2025-01-01T05:09:00,95.261,71.6691,22.0768,39.1229,153.0625
2025-01-01T05:10:00,96.9952,71.735,22.3838,39.4047,128.5881
2025-01-01T05:11:00,94.7313,72.5426,19.8399,36.5553,154.0161
2025-01-01T05:12:00,100.4699,71.3979,23.6166,38.5505,156.6188
2025-01-01T05:13:00,94.578,72.9378,23.5181,39.5778,149.5713
2025-01-01T05:14:00,100.5331,70.9481,20.641,38.8868,126.7658
2025-01-01T05:15:00,94.4231,69.4073,22.6997,39.0368,167.6063
2025-01-01T05:16:00,94.2288,73.7341,19.2521,38.7325,139.7577
2025-01-01T05:17:00,96.9241,71.3264,24.1011,37.9188,150.4166
2025-01-01T05:18:00,93.688,73.7352,21.9524,38.9208,137.4989
2025-01-01T05:19:00,98.1821,73.8545,24.2763,38.5288,145.1835
2025-01-01T05:20:00,100.9318,72.2898,20.7724,39.7281,155.9186
2025-01-01T05:21:00,96.1467,74.5382,22.6091,37.2524,147.9147
2025-01-01T05:22:00,96.2144,72.0266,22.0675,36.0748,154.318
2025-01-01T05:23:00,96.2652,70.9456,22.5448,40.8965,157.1653
2025-01-01T05:24:00,98.487,72.727,21.041,37.0694,149.2949
2025-01-01T05:25:00,99.0735,74.3626,21.5716,40.6905,155.1926
2025-01-01T05:26:00,93.6578,74.3606,19.606,38.1061,150.3274
2025-01-01T05:27:00,94.7815,66.9332,23.6532,34.9497,147.9089
2025-01-01T05:28:00,99.924,76.1628,21.713,37.9305,111.7096
2025-01-01T05:29:00,98.4302,67.0806,23.2544,38.4753,154.6833
2025-01-01T05:30:00,96.7505,72.9333,21.8392,34.2264,144.9377
2025-01-01T05:31:00,95.3511,73.0022,23.0096,37.3399,152.8639
2025-01-01T05:32:00,94.4601,70.9449,19.7976,38.6082,152.5331
2025-01-01T05:33:00,97.1496,69.8264,21.602,35.6654,131.3993
2025-01-01T05:34:00,113.7553,68.7002,21.9271,37.4837,134.7758
2025-01-01T05:35:00,113.0503,72.3606,23.551,39.2572,152.703
2025-01-01T05:36:00,91.7366,69.6792,22.3226,40.8165,153.4535
2025-01-01T05:37:00,97.6724,70.247,22.1269,39.1233,116.9643
2025-01-01T05:38:00,96.5478,70.5259,20.281,35.9791,143.2506
2025-01-01T05:39:00,97.3389,71.4752,19.2867,38.8539,156.2798
2025-01-01T05:40:00,96.0574,70.4525,21.2361,36.9369,165.4252
2025-01-01T05:41:00,119.6221,69.5383,22.8283,36.7835,155.9539
2025-01-01T05:42:00,97.5798,68.6597,20.5929,37.7918,133.8115
2025-01-01T05:43:00,92.8578,74.1801,22.2775,35.0173,175.4742
2025-01-01T05:44:00,96.987,68.1043,24.5353,39.1338,164.1783
2025-01-01T05:45:00,93.8957,72.7431,22.3842,36.7727,152.5164
2025-01-01T05:46:00,102.4165,75.581,21.6209,40.1973,150.5068
2025-01-01T05:47:00,95.3966,76.5626,21.996,37.3136,145.2016
2025-01-01T05:48:00,96.2569,73.2911,22.3122,39.2635,142.1844
2025-01-01T05:49:00,89.7138,69.7471,22.2724,39.9908,179.59
2025-01-01T05:50:00,91.4864,73.1392,22.2324,39.8942,157.7324
2025-01-01T05:51:00,93.283,75.0083,22.6029,36.9129,165.5905
2025-01-01T05:52:00,92.8355,74.3946,21.5258,34.9263,145.127
2025-01-01T05:53:00,91.9042,75.1396,19.8514,36.0635,177.4693
2025-01-01T05:54:00,97.7062,75.9328,22.7442,37.4402,164.0593
2025-01-01T05:55:00,99.3053,73.418,20.0371,36.0205,151.2505
2025-01-01T05:56:00,93.793,74.8162,22.8379,36.2193,153.761
2025-01-01T05:57:00,95.9486,71.1293,21.0618,37.9894,163.704
2025-01-01T05:58:00,96.1663,72.9897,23.0776,35.3596,156.5183
2025-01-01T05:59:00,92.9259,73.7478,24.2745,40.8111,139.2711
2025-01-01T06:00:00,93.5107,69.7128,19.7546,39.1865,147.2147
2025-01-01T06:01:00,93.5887,74.71,21.9049,38.1622,147.1352
2025-01-01T06:02:00,94.4397,73.5575,24.2391,35.9122,155.5066
2025-01-01T06:03:00,98.709,75.2277,21.26,38.8319,153.2663
2025-01-01T06:04:00,92.4807,73.4296,23.552,38.4844,121.954
2025-01-01T06:05:00,99.0881,71.738,20.6408,39.705,157.4373
2025-01-01T06:06:00,97.0216,68.6003,22.5325,39.6696,129.0717
2025-01-01T06:07:00,96.3335,71.211,21.6079,40.0642,155.6875
2025-01-01T06:08:00,94.9368,68.8174,23.091,41.3044,136.2281
2025-01-01T06:09:00,98.9984,76.1369,20.0277,39.1029,150.4114
2025-01-01T06:10:00,96.2797,69.717,18.6314,37.8686,156.8944
